event,tier,radius_arcsec,k,k_used,weight_total,weight_topk,cum_weight_frac_at_k,frac_weight_true,frac_weight_shift_ra,frac_weight_shift_dec,frac_weight_rand_rot
GW200220_061928,A,2.0,200,200,3.1051843665252945,0.08551970071403917,0.027540941412678765,0.0011602776168947607,0.0,0.0,0.0
GW200220_061928,A,2.0,5000,5000,3.1051843665252945,0.6444698954572614,0.20754641895174297,0.009442959410876991,2.973173495869707e-05,3.0339127452440558e-05,9.899449030977582e-05
GW200220_061928,A,2.0,20000,20000,3.1051843665252945,1.611393694526655,0.5189365603852394,0.034197911570844446,7.68595874793875e-05,3.0339127452440558e-05,0.0002600872436270588
GW200220_061928,A,2.0,50000,50000,3.1051843665252945,2.587224252489141,0.8331950528864245,0.06863431161883994,0.00013903395308801709,0.00014327552282816615,0.0003088618220903532
GW200220_061928,A,2.0,100000,100000,3.1051843665252945,3.1051843665253145,1.0000000000000064,0.08607418019879447,0.00016384757426252344,0.0001956625229194093,0.00033435409137767244
GW200220_061928,A,3.0,200,200,3.1051843665252945,0.08551970071403917,0.027540941412678765,0.0011602776168947607,0.0,0.0,0.0
GW200220_061928,A,3.0,5000,5000,3.1051843665252945,0.6444698954572614,0.20754641895174297,0.009626739929810385,2.973173495869707e-05,3.0339127452440558e-05,0.00016333771106337696
GW200220_061928,A,3.0,20000,20000,3.1051843665252945,1.611393694526655,0.5189365603852394,0.03465834294389432,0.0001851214092109621,6.798208840211698e-05,0.0004919789368004066
GW200220_061928,A,3.0,50000,50000,3.1051843665252945,2.587224252489141,0.8331950528864245,0.06953939923639048,0.00038297419737230774,0.0003185361487832074,0.0006287990748114639
GW200220_061928,A,3.0,100000,100000,3.1051843665252945,3.1051843665253145,1.0000000000000064,0.08713500523688313,0.00043818041675407687,0.0004205144355863886,0.0006916468026042995
GW200220_061928,A,5.0,200,200,3.1051843665252945,0.08551970071403917,0.027540941412678765,0.0012456488808072156,0.0,0.0,0.0
GW200220_061928,A,5.0,5000,5000,3.1051843665252945,0.6444698954572614,0.20754641895174297,0.009982411602821555,5.99374076669498e-05,0.0001160835625137069,0.00047067233036755183
GW200220_061928,A,5.0,20000,20000,3.1051843665252945,1.611393694526655,0.5189365603852394,0.03538380195513,0.00042977399073030573,0.00046978162768664843,0.0012097484191163571
GW200220_061928,A,5.0,50000,50000,3.1051843665252945,2.587224252489141,0.8331950528864245,0.07065053485554522,0.000907424251953546,0.0010473427572507907,0.0016867748394452352
GW200220_061928,A,5.0,100000,100000,3.1051843665252945,3.1051843665253145,1.0000000000000064,0.08837199279315586,0.001144722143114898,0.0012932684935028798,0.0019185400964899558
GW200220_061928,A,10.0,200,200,3.1051843665252945,0.08551970071403917,0.027540941412678765,0.002649080132144242,0.00014877798591030994,0.0,0.00024868662018302985
GW200220_061928,A,10.0,5000,5000,3.1051843665252945,0.6444698954572614,0.20754641895174297,0.011844204932911889,0.0005403867970844148,0.0005126972260451958,0.0019854874223201964
GW200220_061928,A,10.0,20000,20000,3.1051843665252945,1.611393694526655,0.5189365603852394,0.03811335872041874,0.001621684816521601,0.0022359983622629474,0.0045130215348646845
GW200220_061928,A,10.0,50000,50000,3.1051843665252945,2.587224252489141,0.8331950528864245,0.07435141700390842,0.0034340724006998126,0.004173756203631783,0.006142261489769421
GW200220_061928,A,10.0,100000,100000,3.1051843665252945,3.1051843665253145,1.0000000000000064,0.0925596082452757,0.004429299892544486,0.005068794568041589,0.006929389353282989
GW200220_061928,A,15.0,200,200,3.1051843665252945,0.08551970071403917,0.027540941412678765,0.002649080132144242,0.00021934729586205325,8.5371263912455e-05,0.0006721317883496686
GW200220_061928,A,15.0,5000,5000,3.1051843665252945,0.6444698954572614,0.20754641895174297,0.012403630342306642,0.001414152807398291,0.0010693957936000423,0.004037347278584035
GW200220_061928,A,15.0,20000,20000,3.1051843665252945,1.611393694526655,0.5189365603852394,0.039936864327417276,0.004126319090427069,0.00423808082211032,0.009865140879216258
GW200220_061928,A,15.0,50000,50000,3.1051843665252945,2.587224252489141,0.8331950528864245,0.07783529448786283,0.008301207703250395,0.008229440283663516,0.013453255145400224
GW200220_061928,A,15.0,100000,100000,3.1051843665252945,3.1051843665253145,1.0000000000000064,0.09698486708125921,0.010415840122970045,0.010261925339586888,0.015013266692211065
GW200220_061928,A,20.0,200,200,3.1051843665252945,0.08551970071403917,0.027540941412678765,0.002649080132144242,0.00029497127921772207,8.5371263912455e-05,0.0011044628872690669
GW200220_061928,A,20.0,5000,5000,3.1051843665252945,0.6444698954572614,0.20754641895174297,0.013088698648929602,0.002440906002676329,0.002020796202975443,0.007862174571312447
GW200220_061928,A,20.0,20000,20000,3.1051843665252945,1.611393694526655,0.5189365603852394,0.04237360697916401,0.0075394334156944805,0.007570798701877588,0.018368358599095337
GW200220_061928,A,20.0,50000,50000,3.1051843665252945,2.587224252489141,0.8331950528864245,0.08225985032852066,0.014655073763724621,0.014529515474599375,0.02472990992006433
GW200220_061928,A,20.0,100000,100000,3.1051843665252945,3.1051843665253145,1.0000000000000064,0.10246915916387297,0.018295553041126643,0.01799105370642644,0.02741673368557773
GW200220_061928,A,30.0,200,200,3.1051843665252945,0.08551970071403917,0.027540941412678765,0.0034073940691998253,0.00029497127921772207,0.001882712641484462,0.0021742525283154537
GW200220_061928,A,30.0,5000,5000,3.1051843665252945,0.6444698954572614,0.20754641895174297,0.0160450306063281,0.004727464515861397,0.005995052083765466,0.016450109112910147
GW200220_061928,A,30.0,20000,20000,3.1051843665252945,1.611393694526655,0.5189365603852394,0.049521609236069256,0.015268012272933977,0.01706014217445978,0.03807938678610586
GW200220_061928,A,30.0,50000,50000,3.1051843665252945,2.587224252489141,0.8331950528864245,0.09464211683780387,0.030810649919521545,0.03191873716764947,0.05232219997212911
GW200220_061928,A,30.0,100000,100000,3.1051843665252945,3.1051843665253145,1.0000000000000064,0.11760600832158177,0.03856043847006446,0.039502702926819566,0.058543856852920004
GW200220_061928,A,45.0,200,200,3.1051843665252945,0.08551970071403917,0.027540941412678765,0.0043074872438895835,0.002094152207866612,0.0025573510658276747,0.005375976864060526
GW200220_061928,A,45.0,5000,5000,3.1051843665252945,0.6444698954572614,0.20754641895174297,0.020118011222147826,0.01068605934521096,0.012874191773134942,0.03522902169138649
GW200220_061928,A,45.0,20000,20000,3.1051843665252945,1.611393694526655,0.5189365603852394,0.06168010444711398,0.03275824197612459,0.03493507230175151,0.0792807661932542
GW200220_061928,A,45.0,50000,50000,3.1051843665252945,2.587224252489141,0.8331950528864245,0.11665587970092924,0.06342686077488767,0.06466348086569158,0.10904629096878646
GW200220_061928,A,45.0,100000,100000,3.1051843665252945,3.1051843665253145,1.0000000000000064,0.14464360640453844,0.07885303023944806,0.08020760068979056,0.12181527702146663
GW200220_061928,A,60.0,200,200,3.1051843665252945,0.08551970071403917,0.027540941412678765,0.004837061004583027,0.0031769860327493927,0.0032629653697787693,0.00874185570697634
GW200220_061928,A,60.0,5000,5000,3.1051843665252945,0.6444698954572614,0.20754641895174297,0.02467250240019238,0.017483889486635946,0.019525167531082382,0.054880528854302106
GW200220_061928,A,60.0,20000,20000,3.1051843665252945,1.611393694526655,0.5189365603852394,0.07407941071594566,0.05285406111843187,0.055626621893159305,0.12424252498020559
GW200220_061928,A,60.0,50000,50000,3.1051843665252945,2.587224252489141,0.8331950528864245,0.13951467371451115,0.10017339064926463,0.10271741803543209,0.17073418628202178
GW200220_061928,A,60.0,100000,100000,3.1051843665252945,3.1051843665253145,1.0000000000000064,0.17289664528094686,0.12404172025808416,0.12741323957221054,0.19055732008759038
GW200219_094415,A,1.0,200,200,28.962053894505136,0.8672846921999982,0.029945552044033208,0.018602191215076582,0.0,0.0001075942685079371,0.0
GW200219_094415,A,1.0,1000,1000,28.962053894505136,2.5809111163214093,0.08911353889894791,0.03514135025353506,0.0,0.0001075942685079371,0.0
GW200219_094415,A,1.0,5000,5000,28.962053894505136,7.655148935334506,0.2643165074969662,0.052629690168286884,0.0,0.0001075942685079371,0.0
GW200219_094415,A,1.0,20000,20000,28.962053894505136,16.73584011084745,0.5778540490190401,0.0634412018248337,0.0,0.00016214607035071747,0.0
GW200219_094415,A,1.0,50000,50000,28.962053894505136,22.81080382553139,0.7876100192555474,0.0812558419823924,1.9651287710638444e-05,0.00016214607035071747,0.0
GW200219_094415,A,1.0,100000,100000,28.962053894505136,26.540405654263697,0.9163854798053225,0.1048916851136926,2.4672686126105296e-05,0.0001668792404002834,2.4667943583958874e-06
GW200219_094415,A,1.0,200000,200000,28.962053894505136,28.962053894505097,0.9999999999999987,0.11631307417353444,2.9290525952623758e-05,0.00016915624123057686,3.4583183227601517e-06
GW200219_094415,A,2.0,200,200,28.962053894505136,0.8672846921999982,0.029945552044033208,0.02233827584151882,0.0,0.0001075942685079371,0.0
GW200219_094415,A,2.0,1000,1000,28.962053894505136,2.5809111163214093,0.08911353889894791,0.04144062097507561,7.11257777713242e-05,0.00019484107118223801,0.0
GW200219_094415,A,2.0,5000,5000,28.962053894505136,7.655148935334506,0.2643165074969662,0.06094294224886633,7.11257777713242e-05,0.00019484107118223801,0.0
GW200219_094415,A,2.0,20000,20000,28.962053894505136,16.73584011084745,0.5778540490190401,0.0727060036874222,8.89995375607647e-05,0.00024939287302501835,0.0
GW200219_094415,A,2.0,50000,50000,28.962053894505136,22.81080382553139,0.7876100192555474,0.09188878427959264,0.0001347633899657193,0.0002736959272262851,2.4249928735806462e-05
GW200219_094415,A,2.0,100000,100000,28.962053894505136,26.540405654263697,0.9163854798053225,0.11679675162804669,0.0001665165419094457,0.000288787257842715,3.262843098206832e-05
GW200219_094415,A,2.0,200000,200000,28.962053894505136,28.962053894505097,0.9999999999999987,0.12877186034123062,0.0001765480378743383,0.0003058412713010472,4.603775427259533e-05
GW200219_094415,A,3.0,200,200,28.962053894505136,0.8672846921999982,0.029945552044033208,0.02290254287510373,0.0,0.0001075942685079371,0.0
GW200219_094415,A,3.0,1000,1000,28.962053894505136,2.5809111163214093,0.08911353889894791,0.042362243070268375,7.11257777713242e-05,0.00019484107118223801,0.0
GW200219_094415,A,3.0,5000,5000,28.962053894505136,7.655148935334506,0.2643165074969662,0.062276807171766826,7.11257777713242e-05,0.00019484107118223801,0.0
GW200219_094415,A,3.0,20000,20000,28.962053894505136,16.73584011084745,0.5778540490190401,0.07450375673867492,0.00012055315558109222,0.000299507648730768,1.3359219565024564e-05
GW200219_094415,A,3.0,50000,50000,28.962053894505136,22.81080382553139,0.7876100192555474,0.09396264357778783,0.00019903830955594586,0.00037916682553922054,5.3649574967142244e-05
GW200219_094415,A,3.0,100000,100000,28.962053894505136,26.540405654263697,0.9163854798053225,0.11915315114811476,0.0002582464415463697,0.0004298747499443592,6.803496082092657e-05
GW200219_094415,A,3.0,200000,200000,28.962053894505136,28.962053894505097,0.9999999999999987,0.13121142315173445,0.00028635288382401536,0.00046981134157682736,9.549420763603916e-05
GW200219_094415,A,5.0,200,200,28.962053894505136,0.8672846921999982,0.029945552044033208,0.02290254287510373,0.0,0.0001075942685079371,0.0
GW200219_094415,A,5.0,1000,1000,28.962053894505136,2.5809111163214093,0.08911353889894791,0.04251460083327678,7.11257777713242e-05,0.00019484107118223801,0.0
GW200219_094415,A,5.0,5000,5000,28.962053894505136,7.655148935334506,0.2643165074969662,0.06271986838246105,0.00022862653565186914,0.0002751851952676966,0.0
GW200219_094415,A,5.0,20000,20000,28.962053894505136,16.73584011084745,0.5778540490190401,0.07537393967672885,0.00041470528708792225,0.0005034243399388439,1.3359219565024564e-05
GW200219_094415,A,5.0,50000,50000,28.962053894505136,22.81080382553139,0.7876100192555474,0.09508810934444793,0.000599376344440414,0.0006833324766916469,7.88623283269668e-05
GW200219_094415,A,5.0,100000,100000,28.962053894505136,26.540405654263697,0.9163854798053225,0.12045367606242971,0.0008144328256780606,0.0008469267436512662,0.00010890798363567494
GW200219_094415,A,5.0,200000,200000,28.962053894505136,28.962053894505097,0.9999999999999987,0.13256052380220015,0.0009169464290860267,0.0009549873696531779,0.00017566800094864912
GW200219_094415,A,10.0,200,200,28.962053894505136,0.8672846921999982,0.029945552044033208,0.02290254287510373,0.0,0.0001075942685079371,0.0
GW200219_094415,A,10.0,1000,1000,28.962053894505136,2.5809111163214093,0.08911353889894791,0.0427530937039879,7.11257777713242e-05,0.00042862106012424924,0.0
GW200219_094415,A,10.0,5000,5000,28.962053894505136,7.655148935334506,0.2643165074969662,0.0633757676306603,0.00040811218256707964,0.0006634853827345217,0.0
GW200219_094415,A,10.0,20000,20000,28.962053894505136,16.73584011084745,0.5778540490190401,0.07655528782931799,0.001352453057362244,0.0014794326856483445,4.6366470125455976e-05
GW200219_094415,A,10.0,50000,50000,28.962053894505136,22.81080382553139,0.7876100192555474,0.09687575494504022,0.0021347256848512084,0.002307612809531876,0.0003919597542878655
GW200219_094415,A,10.0,100000,100000,28.962053894505136,26.540405654263697,0.9163854798053225,0.12269656146631633,0.0030251492096873586,0.0030670763205197537,0.0005946644188361285
GW200219_094415,A,10.0,200000,200000,28.962053894505136,28.962053894505097,0.9999999999999987,0.134994475444023,0.0034003867206024645,0.0034669813729452385,0.0008136317504829377
GW200219_094415,A,15.0,200,200,28.962053894505136,0.8672846921999982,0.029945552044033208,0.02290254287510373,0.0,0.0001075942685079371,0.0
GW200219_094415,A,15.0,1000,1000,28.962053894505136,2.5809111163214093,0.08911353889894791,0.043111052958332306,0.00027526304117471824,0.0007197358907782337,0.0
GW200219_094415,A,15.0,5000,5000,28.962053894505136,7.655148935334506,0.2643165074969662,0.06452572783155903,0.001364970881946304,0.0015337640838083927,0.0001321990959195376
GW200219_094415,A,15.0,20000,20000,28.962053894505136,16.73584011084745,0.5778540490190401,0.07941422011535593,0.0034753197336447076,0.0036526237220956335,0.0004235709308690029
GW200219_094415,A,15.0,50000,50000,28.962053894505136,22.81080382553139,0.7876100192555474,0.10096256343067352,0.005167430821505983,0.005628564005708933,0.001089835445813586
GW200219_094415,A,15.0,100000,100000,28.962053894505136,26.540405654263697,0.9163854798053225,0.1276875765251803,0.007097612343600911,0.007469418011999478,0.001614124241831267
GW200219_094415,A,15.0,200000,200000,28.962053894505136,28.962053894505097,0.9999999999999987,0.14042113877485937,0.007912610244290977,0.008366983278026966,0.0020599362506961124
GW200219_094415,A,20.0,200,200,28.962053894505136,0.8672846921999982,0.029945552044033208,0.02290254287510373,0.0,0.0001075942685079371,0.00012906309466102612
GW200219_094415,A,20.0,1000,1000,28.962053894505136,2.5809111163214093,0.08911353889894791,0.043621807581027565,0.0007828098228933333,0.001088386696362818,0.00012906309466102612
GW200219_094415,A,20.0,5000,5000,28.962053894505136,7.655148935334506,0.2643165074969662,0.06599548333417221,0.002426216668460362,0.0028665218260172237,0.0004915214063157739
GW200219_094415,A,20.0,20000,20000,28.962053894505136,16.73584011084745,0.5778540490190401,0.08307694593424207,0.006344581738071755,0.006344355747258005,0.0009692259240454912
GW200219_094415,A,20.0,50000,50000,28.962053894505136,22.81080382553139,0.7876100192555474,0.10642121430221253,0.00938691078346578,0.0097313289274424,0.0022211202336363577
GW200219_094415,A,20.0,100000,100000,28.962053894505136,26.540405654263697,0.9163854798053225,0.1343028974844877,0.012711034718052258,0.013000221045857695,0.0031628747834656725
GW200219_094415,A,20.0,200000,200000,28.962053894505136,28.962053894505097,0.9999999999999987,0.1475756403428345,0.014133207145980818,0.014535702521970213,0.003955842604593206
GW200219_094415,A,30.0,200,200,28.962053894505136,0.8672846921999982,0.029945552044033208,0.023323384928923892,0.0002577495132266968,0.0007221697979151778,0.0002482368804783023
GW200219_094415,A,30.0,1000,1000,28.962053894505136,2.5809111163214093,0.08911353889894791,0.04463174881149533,0.0025471069585261867,0.0027229876541450143,0.0003292850697388288
GW200219_094415,A,30.0,5000,5000,28.962053894505136,7.655148935334506,0.2643165074969662,0.06968637300809077,0.006375603477895308,0.0073344273065423325,0.0008646589929889722
GW200219_094415,A,30.0,20000,20000,28.962053894505136,16.73584011084745,0.5778540490190401,0.09261515728465276,0.0149562928019398,0.01486607692664314,0.002272287431222797
GW200219_094415,A,30.0,50000,50000,28.962053894505136,22.81080382553139,0.7876100192555474,0.11960452417324106,0.022174265958288513,0.02230565424384539,0.005049785466677877
GW200219_094415,A,30.0,100000,100000,28.962053894505136,26.540405654263697,0.9163854798053225,0.15011853867136968,0.02904273492624209,0.029619971697742654,0.007153637245853148
GW200219_094415,A,30.0,200000,200000,28.962053894505136,28.962053894505097,0.9999999999999987,0.16476389218371823,0.0322056246863682,0.03303591498281327,0.008928702022175172
GW200219_094415,A,45.0,200,200,28.962053894505136,0.8672846921999982,0.029945552044033208,0.0234488220720149,0.0006698434154055717,0.00199185563394095,0.0002482368804783023
GW200219_094415,A,45.0,1000,1000,28.962053894505136,2.5809111163214093,0.08911353889894791,0.0466257507837909,0.00460327966685929,0.005806703158813997,0.000407660322822999
GW200219_094415,A,45.0,5000,5000,28.962053894505136,7.655148935334506,0.2643165074969662,0.07757002080075516,0.01327344037192798,0.014294398511493731,0.0013911562495667374
GW200219_094415,A,45.0,20000,20000,28.962053894505136,16.73584011084745,0.5778540490190401,0.11155150312954626,0.031023630065580926,0.030634482064435385,0.0041549507533673235
GW200219_094415,A,45.0,50000,50000,28.962053894505136,22.81080382553139,0.7876100192555474,0.14618244407591421,0.04697703673793204,0.04682891709916734,0.010052070028737611
GW200219_094415,A,45.0,100000,100000,28.962053894505136,26.540405654263697,0.9163854798053225,0.18171972593949945,0.06133530284769478,0.061762743669087884,0.014460371162303254
GW200219_094415,A,45.0,200000,200000,28.962053894505136,28.962053894505097,0.9999999999999987,0.19894947484867423,0.06813572575109454,0.06892817395167003,0.01831946357473372
GW200219_094415,A,60.0,200,200,28.962053894505136,0.8672846921999982,0.029945552044033208,0.02356216935720948,0.0027307734256081626,0.003755997108829884,0.0003561298646656433
GW200219_094415,A,60.0,1000,1000,28.962053894505136,2.5809111163214093,0.08911353889894791,0.04841577798295964,0.008843196643912893,0.009832074016953242,0.0007773372800699294
GW200219_094415,A,60.0,5000,5000,28.962053894505136,7.655148935334506,0.2643165074969662,0.08533725149377551,0.024441491672432064,0.024588803440005018,0.0021393016673487567
GW200219_094415,A,60.0,20000,20000,28.962053894505136,16.73584011084745,0.5778540490190401,0.1322019687037126,0.054976527386940935,0.05286636581787192,0.006851189887344869
GW200219_094415,A,60.0,50000,50000,28.962053894505136,22.81080382553139,0.7876100192555474,0.17542383814362797,0.08143420209616112,0.07984790585244701,0.01657205063833098
GW200219_094415,A,60.0,100000,100000,28.962053894505136,26.540405654263697,0.9163854798053225,0.21644197152472774,0.10496789928119095,0.1038136578284199,0.023561714146516158
GW200219_094415,A,60.0,200000,200000,28.962053894505136,28.962053894505097,0.9999999999999987,0.23647024367706357,0.11622127099324098,0.1154969642869476,0.029999804887336886
GW200208_130117,A,1.0,200,200,107.00923063356746,22.894906536989634,0.2139526319499375,0.0,0.0,0.0,0.0
GW200208_130117,A,1.0,1000,1000,107.00923063356746,65.11777519579687,0.6085248422987002,0.0,0.0,0.0,0.0
GW200208_130117,A,1.0,5000,5000,107.00923063356746,106.84455029185067,0.9984610641461323,2.7346108639044008e-05,0.0,0.0,0.0
GW200208_130117,A,2.0,200,200,107.00923063356746,22.894906536989634,0.2139526319499375,0.0,0.0,0.0,0.0
GW200208_130117,A,2.0,1000,1000,107.00923063356746,65.11777519579687,0.6085248422987002,0.0,0.0,0.0,0.0
GW200208_130117,A,2.0,5000,5000,107.00923063356746,106.84455029185067,0.9984610641461323,2.7346108639044008e-05,0.0,0.0,0.0
GW200208_130117,A,3.0,200,200,107.00923063356746,22.894906536989634,0.2139526319499375,0.0,0.0,0.0,0.0
GW200208_130117,A,3.0,1000,1000,107.00923063356746,65.11777519579687,0.6085248422987002,0.0,0.0,0.0,0.0
GW200208_130117,A,3.0,5000,5000,107.00923063356746,106.84455029185067,0.9984610641461323,2.7346108639044008e-05,0.0,0.0,0.0
GW200208_130117,A,5.0,200,200,107.00923063356746,22.894906536989634,0.2139526319499375,0.0,0.0,0.0,0.0
GW200208_130117,A,5.0,1000,1000,107.00923063356746,65.11777519579687,0.6085248422987002,0.0,0.0,0.0,0.0
GW200208_130117,A,5.0,5000,5000,107.00923063356746,106.84455029185067,0.9984610641461323,2.7346108639044008e-05,5.5609156717557106e-05,0.0,0.0
