rep,truth_draw,truth_fmiss_rep,f_post_mean_mu,f_post_mean_gr,delta_lpd_total,delta_lpd_data,delta_lpd_sel
0,200,0.0,0.12379758174868535,0.12380052111687008,3.3618597902029137,2.4037893832398254,0.9580704069630883
1,201,0.0,0.12379762011116699,0.12380054455830017,3.342102432376464,2.3855684387939107,0.9565339935825534
2,182,0.0,0.1237997761594891,0.12380309171631576,3.2844053185135067,2.3035857353590643,0.9808195831544424
3,213,0.0,0.12379938541744193,0.1238025398149877,3.3582505507341693,2.34770537649851,1.0105451742356593
4,210,0.0,0.12379890408150393,0.12380214269160227,3.374335323437492,2.3999392629249314,0.9743960605125608
5,140,0.0,0.12379756330077582,0.12380043921168202,3.216481696507344,2.2534871221495507,0.9629945743577935
6,62,0.0,0.12379831800746921,0.12380125086212587,3.220743266432123,2.2545084924740024,0.9662347739581207
7,249,0.0,0.1237977254593578,0.12380065916573943,3.282172737407734,2.341609487943515,0.9405632494642191
8,212,0.0,0.12379840168647749,0.12380155254630867,3.548240844889847,2.544019843409785,1.0042210014800617
9,60,0.0,0.12379820319281333,0.1238011456916934,3.1717603790477824,2.2150803742777896,0.9566800047699928
10,71,0.0,0.12379777872822477,0.12380067253465146,3.4721954267620845,2.4857372211406528,0.9864582056214317
11,165,0.0,0.12379769332536028,0.12380056309461528,3.492959061475517,2.4888627644073154,1.0040962970682017
12,171,0.0,0.123797361599219,0.12380027730660681,3.5952073686673316,2.622767151160531,0.9724402175068008
13,16,0.0,0.12379804067528219,0.1238010084701503,3.24889527873097,2.3024437838404026,0.9464514948905673
14,245,0.0,0.12379699376960053,0.123799816316452,3.4185892039165537,2.4824355232518087,0.936153680664745
15,142,0.0,0.12379743428649385,0.12380036381016438,3.3663910896699463,2.4246524238083964,0.9417386658615499
16,3,0.0,0.12379878107986647,0.12380184152467742,3.592047109247403,2.5401312314294273,1.0519158778179758
17,103,0.0,0.12379721133354897,0.12379999703927311,3.092067371460189,2.1702361109840638,0.9218312604761252
18,167,0.0,0.12379902475057675,0.12380205172970242,3.572119957785901,2.5212696455836863,1.0508503122022148
19,68,0.0,0.12379808871282905,0.12380097216994376,3.4447068321651386,2.4256005004087626,1.019106331756376
20,176,0.0,0.12379836192171853,0.123801369428747,3.423471230894563,2.4246651743850975,0.9988060565094656
21,252,0.0,0.12379699956874399,0.12379979174530464,3.4717331498612225,2.5252903948075414,0.9464427550536811
22,160,0.0,0.12379747442519294,0.123800313345439,3.1933425353883536,2.2698468381022963,0.9234956972860573
23,101,0.0,0.12379864349061359,0.1238017394004558,3.2100855320752544,2.254211435436673,0.9558740966385812
24,46,0.0,0.12379934419305859,0.12380257286996722,3.1139739558682322,2.169993943240172,0.9439800126280602
25,84,0.0,0.12379823086627287,0.1238012346348494,3.371062786863831,2.398227633599987,0.9728351532638442
26,169,0.0,0.1237992697374764,0.12380250724798086,3.480599115436121,2.483602499782762,0.9969966156533587
27,32,0.0,0.12379784519593423,0.12380066299085932,3.2599949753594615,2.275838037012079,0.9841569383473825
28,255,0.0,0.12379963839195182,0.12380286335081926,3.388832047476342,2.362164696893501,1.0266673505828408
29,28,0.0,0.12379804508312221,0.12380091384183911,3.2427902629469827,2.2648441597399938,0.9779461032069889
30,76,0.0,0.12379825859506172,0.12380126204873931,3.210164681421361,2.2543210224385177,0.9558436589828432
31,252,0.0,0.12379659611771626,0.12379938031545129,3.25529827249602,2.36821909457268,0.88707917792334
32,142,0.0,0.12379899862706338,0.12380216124624258,3.35714117089492,2.3772866945790554,0.9798544763158645
33,148,0.0,0.12379946765536222,0.12380260414702393,3.331590772641505,2.31932028385026,1.0122704887912448
34,115,0.0,0.12379835163711836,0.12380149618320528,3.3838532009406777,2.4360631498967678,0.9477900510439099
35,228,0.0,0.12379757188803633,0.12380047084285556,3.255973002738017,2.316657959256304,0.939315043481713
36,137,0.0,0.1237972963515971,0.12380012741156704,3.1714018102337036,2.2353056310234933,0.9360961792102103
37,3,0.0,0.12379860278370941,0.12380159223384188,3.4447099103954315,2.435155904492632,1.0095540059027996
38,201,0.0,0.12379842441215479,0.12380147895745502,3.298695212085704,2.317333914096423,0.981361297989281
39,153,0.0,0.12379879392900098,0.12380185515486648,3.3921068817422793,2.3665896863935245,1.0255171953487547
40,30,0.0,0.12379880442155064,0.12380193686110388,3.3361251411707826,2.3438178358495065,0.9923073053212761
41,107,0.0,0.12379794970806401,0.12380096942948661,3.0848707646549087,2.1779544147693457,0.906916349885563
42,140,0.0,0.12379995442108285,0.12380319468775478,3.371026022882404,2.343933174302805,1.0270928485795991
43,95,0.0,0.12379746623804044,0.12380035849525464,3.181871118416325,2.2688438473890358,0.9130272710272891
44,244,0.0,0.12379765750409799,0.1238005890057735,3.151705372584331,2.2275421019275257,0.9241632706568055
45,180,0.0,0.12379917565950714,0.12380216348609359,3.455053783014307,2.3994556048227196,1.0555981781915875
46,69,0.0,0.12379777952844011,0.1238006647796339,3.1835552992311023,2.2406930888818124,0.9428622103492899
47,15,0.0,0.12379862279231534,0.12380177191267805,3.0626510554664037,2.1362954948423862,0.9263555606240175
48,138,0.0,0.12379720879742362,0.12380012841556251,3.422240172544946,2.4744641190377195,0.9477760535072264
49,60,0.0,0.12379748811761343,0.12380030977444294,3.2876780762608178,2.3231348788389994,0.9645431974218184
50,235,0.0,0.12379776332482738,0.12380071487769312,3.3061171226834176,2.3483672628587158,0.9577498598247018
51,62,0.0,0.12379836094926415,0.12380133590875234,3.231021283769337,2.255062870779085,0.9759584129902521
52,174,0.0,0.12379713485018809,0.12379999597449179,3.359098754472029,2.403436047181202,0.955662707290827
53,114,0.0,0.123798922177802,0.12380205307209668,3.2338299346056374,2.2585457723687625,0.9752841622368749
54,56,0.0,0.12379814924870619,0.12380124264047683,3.2537978713183406,2.3322415566001666,0.921556314718174
55,84,0.0,0.12379847364519642,0.12380152400204603,3.721443529110843,2.6831590946894153,1.0382844344214277
56,118,0.0,0.12379873687181703,0.12380183870692503,3.5428473232199735,2.535656012887898,1.0071913103320753
57,197,0.0,0.12379873220964563,0.12380178347346983,2.9987645252110156,2.0586944608734825,0.940070064337533
58,40,0.0,0.12379818002292522,0.12380114773765828,3.336913345923506,2.3438372235804366,0.9930761223430693
