rep,truth_draw,delta_lpd_total,delta_lpd_data,delta_lpd_sel
182,171,3.1905872540971245,2.232408366375779,0.9581788877213455
183,247,3.68729577386614,2.659316342396835,1.027979431469305
184,223,3.3137757841113284,2.387361523100026,0.9264142610113026
185,3,3.6163759100251696,2.580678155608126,1.0356977544170434
186,30,3.3491429592319832,2.420882804107748,0.9282601551242351
187,221,3.130915962251777,2.2103174521677715,0.9205985100840053
188,21,3.634755605469593,2.5517566935188256,1.0829989119507673
189,251,3.6127135113777626,2.567558022265132,1.0451554891126307
190,211,3.8595457628714485,2.750027108309496,1.1095186545619526
191,245,3.2686730265547226,2.3009706127562595,0.9677024137984631
192,92,3.328114735148688,2.3169076516436746,1.0112070835050133
193,38,3.4341375678299073,2.438583372520071,0.9955541953098361
194,132,4.095464614021353,2.9314280062187947,1.164036607802558
195,248,3.4377317723779015,2.4605469760048777,0.9771847963730238
196,94,3.636863998787817,2.570795854997016,1.066068143790801
197,227,3.6194428295854095,2.591346219125171,1.0280966104602385
198,98,3.7937133047946077,2.7141562811758604,1.0795570236187473
199,210,3.7072956548112757,2.591269292799524,1.1160263620117519
200,58,3.446347130972242,2.438245750159865,1.008101380812377
201,122,3.8902557483143596,2.7685053049256965,1.1217504433886631
202,83,3.3405345101648436,2.4212849212487413,0.9192495889161023
203,59,3.2596509515622074,2.2806146873819557,0.9790362641802517
204,228,3.6170267609239772,2.5845278212431424,1.0324989396808348
205,205,3.7771689142887794,2.7333493088682417,1.0438196054205378
206,35,3.4619076073695396,2.4676091294181504,0.9942984779513893
207,236,3.25215588040993,2.2569711488602593,0.9951847315496707
208,248,3.672953934278837,2.6219053285510086,1.0510486057278285
209,68,3.477250482459965,2.5145967273326733,0.9626537551272918
210,109,3.3073351884403337,2.3131636134006044,0.9941715750397293
211,137,4.247992445539921,3.110348399301614,1.1376440462383073
212,168,3.2965069552487876,2.359551575526865,0.9369553797219226
213,113,3.4781795397039446,2.4783430217930515,0.999836517910893
214,38,3.8363169821985252,2.7474192614385515,1.0888977207599737
215,238,3.20250917089254,2.215932115504728,0.9865770553878122
216,177,3.5119126286095366,2.498627695606473,1.0132849330030638
217,10,3.3729610612739975,2.356371764813531,1.0165892964604666
218,208,3.384098682534159,2.3909653281585577,0.9931333543756011
219,187,3.451530507508778,2.4995387104003157,0.9519917971084624
220,46,3.1827337351492133,2.213759663370581,0.9689740717786322
221,157,3.4233452420118056,2.4712913566224017,0.9520538853894038
222,128,3.0547411180870654,2.0911234937788663,0.9636176243081991
223,7,3.2107294980775123,2.266916376707229,0.9438131213702832
224,237,3.510739271109685,2.494011724779938,1.0167275463297472
225,184,3.787258731056454,2.666090570960847,1.121168160095607
226,79,3.4044007740023403,2.3829497157840365,1.0214510582183038
227,4,3.299522849413961,2.3179663876284167,0.9815564617855443
228,23,3.7916799812763884,2.692022846452062,1.0996571348243265
229,194,3.5193163780734267,2.505908190439527,1.0134081876338996
230,38,3.623624039983497,2.529695916693896,1.0939281232896008
231,131,2.976845824626082,2.1158843123631357,0.8609615122629464
232,230,3.8906013495400202,2.8221588122021615,1.0684425373378588
233,237,3.4556003129836768,2.4771800818967336,0.9784202310869432
234,68,3.621417650737783,2.582488719607312,1.0389289311304708
235,16,3.5757553857210382,2.5982291794969115,0.9775262062241268
236,126,3.713943872238758,2.618683483223464,1.0952603890152943
237,215,3.222969964047593,2.292737855537922,0.9302321085096708
238,159,3.978145116854023,2.8917413099225087,1.0864038069315143
239,17,3.3800359733880896,2.4257892548377242,0.9542467185503654
240,166,3.2914089707479093,2.3528525719281674,0.9385563988197418
241,88,4.079851008025003,2.9816579849694733,1.0981930230555292
242,57,3.44496908771265,2.4912032964104185,0.9537657913022315
243,110,3.3138660647490497,2.3351272437420505,0.9787388210069992
244,223,3.1160900717293316,2.1668631343935374,0.9492269373357942
245,247,3.7864810824877395,2.734444360995411,1.0520367214923283
246,36,3.317018903480914,2.33426987633365,0.9827490271472641
247,143,3.392394451960854,2.4121554587234186,0.9802389932374354
248,194,3.923209265311698,2.809031040290222,1.114178225021476
249,66,4.97402008799628,3.6554628560408844,1.3185572319553955
250,69,3.4748943316147916,2.4897839510771007,0.9851103805376908
251,61,3.676405057284228,2.6097097871899564,1.0666952700942716
252,53,3.7196771956915313,2.669057563792961,1.05061963189857
253,227,3.440336552697488,2.405995494858587,1.0343410578389012
254,55,3.2674580238647764,2.291557997769189,0.9759000260955872
255,57,3.680187833473724,2.6388544945434944,1.0413333389302295
256,32,3.8575781975017094,2.731610323660533,1.1259678738411765
257,31,3.3014329499761175,2.3845563870069384,0.9168765629691791
258,199,3.540656803855825,2.5494448537223775,0.9912119501334473
259,73,3.9908901609470036,2.8967399092695985,1.094150251677405
260,205,3.466709786278386,2.4157925359735657,1.0509172503048205
261,150,3.512670727174566,2.513538705794133,0.9991320213804329
262,219,3.3038930421203077,2.2917552555211955,1.0121377865991121
263,141,3.677344906774181,2.633023130244169,1.044321776530012
264,195,3.386045297112503,2.408231824304579,0.9778134728079237
265,207,3.7373367836413536,2.646430622133323,1.0909061615080304
266,15,3.3708935313413235,2.379573549022581,0.9913199823187426
267,143,3.2213656341102137,2.267642350615688,0.9537232834945257
268,116,3.483667479015139,2.4686831384085224,1.0149843406066168
269,73,3.723329546811101,2.6524426424337832,1.0708869043773177
270,115,3.400325470326493,2.4258499031537895,0.9744755671727034
271,105,3.5606529423265556,2.562796887175409,0.9978560551511464
272,125,3.4384689505461097,2.4052992011695267,1.033169749376583
273,209,3.2431663563446023,2.28030153277345,0.9628648235711523
274,211,3.051524195204138,2.12548436094346,0.9260398342606777
275,160,3.044262716903802,2.110714791199001,0.9335479257048007
276,181,3.489940906734091,2.4798634718935944,1.0100774348404968
277,245,3.351629114160346,2.382253277282558,0.9693758368777878
278,163,3.8967115340553846,2.7990818941720477,1.097629639883337
279,94,3.143138752546747,2.1859907084353836,0.9571480441113636
280,21,3.8264604193246328,2.75334999879982,1.073110420524813
281,141,3.6211960066666506,2.595038980779492,1.0261570258871586
282,59,3.5133473291120936,2.4484370319429445,1.064910297169149
283,152,3.4093090148545,2.4141377227624616,0.9951712920920386
284,6,3.352869502793908,2.355122039480989,0.9977474633129191
285,217,3.201403018747783,2.2664431518469996,0.9349598669007833
286,241,3.693353113260571,2.676179656079512,1.017173457181059
287,37,4.002198186715987,2.8928412786517868,1.1093569080641998
288,209,3.465942735964404,2.4368709792261427,1.0290717567382615
289,104,3.336238822661983,2.3744006854613247,0.9618381372006581
290,10,3.5051136436091497,2.480109718252237,1.0250039253569128
291,232,3.4084747757341916,2.4095191903944624,0.9989555853397292
292,240,3.6501373495118514,2.640342316064732,1.0097950334471193
293,11,3.5727164571321737,2.5419855132181226,1.030730943914051
294,151,3.132911297218129,2.1868609826318277,0.9460503145863015
295,210,3.366702079999982,2.405458989956969,0.9612430900430127
296,202,3.394937256143976,2.3958112087366317,0.9991260474073442
297,106,3.4076880374045686,2.3903221006516446,1.017365936752924
298,220,3.36937543669751,2.3474321180903246,1.0219433186071853
299,212,3.482939228636667,2.447996048310216,1.0349431803264508
300,29,3.19866845327698,2.233795052446368,0.9648734008306121
301,2,3.1732396187556446,2.232219128456734,0.9410204902989108
302,26,3.3965963177536196,2.435937598300086,0.9606587194535336
303,93,3.2902035754184453,2.3496967874306165,0.9405067879878288
304,28,3.395192538066624,2.4097696387943017,0.9854228992723222
305,20,3.3599528885285963,2.3552582772497317,1.0046946112788646
306,66,4.0056431843175915,2.890673671837476,1.1149695124801156
307,167,3.3543993968194172,2.3410881030426367,1.0133112937767805
308,134,3.713868156742535,2.694446203048301,1.0194219536942342
309,70,3.8482913753100547,2.7388271561986812,1.1094642191113735
310,243,3.4779897576590884,2.4666089159710793,1.011380841688009
311,179,3.6429519206152463,2.5977324092613117,1.0452195113539346
312,162,3.4086081350467907,2.4186258348661624,0.9899823001806283
313,241,3.3869758935247773,2.3520105625766803,1.034965330948097
314,201,3.220692546039743,2.231784436116243,0.9889081099235
315,32,3.6119564746482524,2.5758739268493684,1.036082547798884
316,9,3.5881430325258066,2.6430986474116196,0.945044385114187
317,221,3.3588151808591533,2.3795016446238435,0.9793135362353098
318,104,3.2730522003254805,2.3005063553724767,0.9725458449530038
319,15,3.7434441187783705,2.648905011542837,1.0945391072355335
320,122,3.504225544431847,2.460935969290176,1.0432895751416709
321,97,3.277760641966097,2.2949389329533574,0.9828217090127396
322,110,3.936445296113618,2.806626083662934,1.129819212450684
323,110,3.7404241367554505,2.667373262622391,1.0730508741330596
324,80,3.3509473322788494,2.3666033322579096,0.9843440000209398
325,125,3.1469101476578203,2.2021670329103245,0.9447431147474958
326,125,3.906059652696058,2.7841601956519355,1.1218994570441225
327,249,3.4010823962349264,2.4225743630498755,0.9785080331850509
328,177,3.218522779908767,2.2043577993185295,1.0141649805902375
329,198,3.5226300704351274,2.5078561680145413,1.0147739024205862
330,2,3.0170617617520747,2.0735596329564316,0.9435021287956431
331,79,3.628848500968843,2.56866912568276,1.0601793752860829
332,251,3.259370030551338,2.2751675891960303,0.9842024413553077
333,69,3.608936071220228,2.5861754467694595,1.0227606244507683
334,130,3.5813473363078856,2.560985851098337,1.0203614852095484
335,220,4.046471806180591,2.8634591045062336,1.1830127016743575
336,163,3.451786351798262,2.446007417993485,1.005778933804777
337,225,3.8595350332386147,2.758798496455654,1.1007365367829607
338,42,3.2611710129094718,2.301371785978688,0.9597992269307838
339,130,3.7970796957808375,2.716129134358937,1.0809505614219006
340,162,3.405441069122901,2.4101715684124656,0.9952695007104353
341,88,3.4853547971567878,2.465661596680519,1.0196932004762687
342,146,3.6750235379842024,2.665653956563631,1.0093695814205716
343,254,3.190721633244266,2.233892761554131,0.956828871690135
344,188,3.5379498422634015,2.496362646911109,1.0415871953522924
345,80,3.3982181840264616,2.412529595305017,0.9856885887214446
346,16,3.1544202119645206,2.2042823060440355,0.9501379059204851
347,46,3.2823828269018236,2.3322829914841634,0.9500998354176602
348,69,3.3926176981764797,2.3998675939632506,0.9927501042132292
349,225,3.4236309814496053,2.4219773412353334,1.001653640214272
350,69,3.298021078435056,2.3721395934943246,0.9258814849407315
351,207,3.798467048517182,2.741149054792004,1.057317993725178
352,70,3.651820892561034,2.5827737926480268,1.069047099913007
353,170,3.3459942295725114,2.3475365568312725,0.9984576727412389
354,134,3.72813103513613,2.660387661152953,1.067743373983177
355,245,3.3034917373430517,2.3326693085948023,0.9708224287482494
356,144,3.3927785136812645,2.4076886737399263,0.9850898399413381
357,236,3.5324277699427853,2.479490017150823,1.0529377527919621
358,246,3.2227745146606708,2.2297584562996065,0.9930160583610643
359,191,3.526128505960685,2.4594702528506787,1.0666582531100062
360,160,3.6385414795677775,2.6115869749093292,1.0269545046584483
361,220,3.619814945127132,2.5725826649819226,1.0472322801452094
362,255,3.572478825247117,2.509931855626263,1.062546969620854
363,63,3.6902443835310805,2.6740829547212,1.0161614288098804
364,144,3.617929620185521,2.5765747567261883,1.0413548634593326
365,36,3.449889787850225,2.452929089404847,0.9969606984453776
366,26,3.4566498637297514,2.486043678114214,0.9706061856155372
367,171,3.7330912289817206,2.7457247848495854,0.9873664441321353
368,12,3.4676834390937756,2.4106274581020273,1.0570559809917484
369,182,3.9847419262673043,2.8568972066765355,1.1278447195907688
370,210,3.564635673116584,2.492677764373042,1.071957908743542
371,42,4.189354867105237,3.0474455524112045,1.1419093146940327
372,174,3.7146275000724813,2.6561078495400636,1.0585196505324177
373,101,3.2738856367759013,2.2991473880497892,0.974738248726112
374,228,3.4729897093242243,2.5031294519111214,0.969860257413103
375,233,3.760242910843317,2.6910124736167234,1.0692304372265937
376,147,3.630381001784997,2.617086226320538,1.013294775464459
377,143,3.4504758448390476,2.4085549770628916,1.041920867776156
378,181,3.46963927897076,2.448135401368205,1.0215038776025551
379,148,3.961293179925576,2.876685289465655,1.084607890459921
380,190,3.8435577497544386,2.744488038176115,1.0990697115783234
381,49,3.589902208183503,2.57384482079857,1.016057387384933
382,200,3.471357163838263,2.4713871973706887,0.9999699664675745
383,134,3.6094286508913456,2.553550817387503,1.0558778335038426
384,192,3.5464306748583567,2.573053588579512,0.9733770862788447
385,133,4.005879171333049,2.905339086309624,1.1005400850234253
386,78,3.119558635870362,2.1763111113554032,0.943247524514959
387,22,3.213200722690715,2.273921919115736,0.9392788035749788
388,134,3.48723157903288,2.472867474267048,1.014364104765832
389,251,3.567556227469993,2.494439686804327,1.0731165406656658
390,9,3.4011185051300004,2.4341276168808577,0.9669908882491427
391,146,3.42147038450139,2.4285363342451376,0.9929340502562525
392,114,3.2302003138041187,2.280487269494671,0.9497130443094477
393,1,3.6621392017093513,2.6304952267163912,1.03164397499296
394,139,3.448012211359412,2.449999752531312,0.9980124588281001
395,197,3.4067367727382702,2.4264359499181865,0.9803008228200838
396,189,3.6603044586631768,2.5709028023943574,1.0894016562688194
397,250,3.6715134948416903,2.6542459633601823,1.017267531481508
398,135,3.368167520278064,2.4339945047747165,0.9341730155033474
399,151,3.835646450005072,2.766769550427682,1.0688768995773898
400,247,3.5960592407930676,2.6115070753864984,0.9845521654065692
401,81,3.5360362823597598,2.5487740845564986,0.9872621978032612
402,204,3.317318622451239,2.341351857824378,0.975966764626861
403,48,3.5560483961879186,2.5300370609807317,1.026011335207187
404,92,3.23068724781848,2.294616475992143,0.936070771826337
405,172,3.682905182325385,2.6332367859093893,1.0496683964159956
406,148,3.274558345423941,2.3443380131661797,0.9302203322577611
407,49,3.5203074867733903,2.438162391517892,1.0821450952554983
408,168,3.527568564349451,2.5573987890034573,0.9701697753459939
409,147,3.233554727262913,2.2275963544160504,1.0059583728468624
410,235,3.8121036364461247,2.7280195628580373,1.0840840735880874
411,154,3.5363195768103424,2.5306700538878033,1.005649522922539
412,226,3.4465834609800936,2.4353669412937506,1.011216519686343
413,246,3.399109463866637,2.4168839142470233,0.9822255496196135
414,22,3.2199913927626085,2.263082206543686,0.9569091862189225
415,18,3.3933505392674874,2.4119430945021634,0.981407444765324
416,128,3.329752024569018,2.340492139996684,0.9892598845723342
417,127,3.2833929524363725,2.287866002716612,0.9955269497197605
418,142,3.254085433554053,2.2896190951322524,0.9644663384218006
419,190,3.3819095250215696,2.397326560213287,0.9845829648082827
420,80,3.3229745268637885,2.3793445352759477,0.9436299915878408
421,45,3.9016817689978893,2.817032460169287,1.0846493088286024
422,174,3.875979702636016,2.73644895095552,1.1395307516804962
423,99,3.776285912537503,2.700016598705872,1.0762693138316308
424,238,3.3658426713267886,2.4316465424915066,0.934196128835282
425,16,3.640487034055411,2.6717551888231696,0.9687318452322415
426,181,3.2328525581812073,2.2497935380099534,0.9830590201712539
427,185,3.2762196729595416,2.301552827249452,0.9746668457100895
428,69,3.4648917660944676,2.4033500496860825,1.0615417164083851
429,22,3.558721155936098,2.5849908522338296,0.9737303037022684
430,81,3.3031330648630046,2.3352293138599407,0.9679037510030639
431,101,3.555191323847623,2.5432048510727157,1.0119864727749075
432,250,3.8399682131792474,2.7573984283148434,1.082569784864404
433,223,3.2121872004196916,2.2550138035174427,0.9571733969022489
434,59,4.309589568273566,3.1379477868747188,1.1716417813988471
435,120,3.2777014546578016,2.323221140738383,0.9544803139194187
436,153,3.3825411936901446,2.3881539653885397,0.9943872283016049
437,233,3.547491580934377,2.512114724705839,1.0353768562285381
438,34,3.447728646469727,2.4667504785145127,0.9809781679552145
439,196,3.543825179128021,2.531679754314979,1.012145424813042
440,236,3.0624123643478924,2.1214998337188717,0.9409125306290207
441,234,3.284764745472671,2.332258599459095,0.952506146013576
442,70,3.5356220667579805,2.5964273294361817,0.9391947373217988
443,32,4.320065151878566,3.1007892262022096,1.2192759256763566
444,152,3.22768093136591,2.241236204455703,0.9864447269102072
445,18,3.928750542373848,2.838968118880018,1.0897824234938298
446,33,3.8409002227258497,2.764416988614073,1.0764832341117767
447,18,3.1624326623322645,2.1925749772218524,0.9698576851104121
448,53,3.1846566178944045,2.244521526839236,0.9401350910551685
449,222,3.5673572534516893,2.573999974231725,0.9933572792199641
450,172,3.792756950307819,2.7234231772356736,1.0693337730721453
451,162,3.348683033197858,2.380339550513412,0.9683434826844461
452,252,3.302864341234738,2.3229833451447064,0.9798809960900314
453,127,3.1801748021859453,2.2271526390143777,0.9530221631715676
454,10,3.862793678194123,2.791966365335554,1.0708273128585688
455,41,3.6860600910646895,2.6251211252611597,1.0609389658035298
456,66,3.8022754718064675,2.6617421397782266,1.140533332028241
457,172,3.852299509043803,2.7938853241823267,1.0584141848614763
458,91,3.1848530065646514,2.2460054984845215,0.93884750808013
459,81,3.753434415740344,2.682306612173477,1.071127803566867
