rep,truth_draw,truth_fmiss_rep,f_post_mean_mu,f_post_mean_gr,delta_lpd_total,delta_lpd_data,delta_lpd_sel
0,113,,0.12379827819717953,0.12380121443455405,3.51615392102633,2.4891975240902013,1.0269563969361286
1,40,,0.12379971452868091,0.12380291340907051,3.7658851081494618,2.675842608966832,1.0900424991826299
2,138,,0.12379807681402274,0.12380108130754727,3.5570430613253734,2.5457374560090784,1.011305605316295
3,150,,0.12379904710409621,0.12380213797833442,3.52080868080526,2.516809756812364,1.0039989239928957
4,62,,0.12379811303472166,0.1238010943658358,3.5012408826127057,2.5253993233933727,0.975841559219333
5,210,,0.12379936523683052,0.12380233983161676,3.3056035350629713,2.271493216788258,1.0341103182747133
6,73,,0.12380009121710274,0.12380334700872875,3.7505332489159855,2.6558505691079404,1.0946826798080451
7,76,,0.12379890676341038,0.1238019550892106,3.342555805512518,2.358036156109449,0.9845196494030688
8,22,,0.1237984629571084,0.12380147606113936,3.295016408984395,2.328869509902063,0.9661468990823323
9,175,,0.12379957077799288,0.12380262037994685,3.5973983433004832,2.5151815686283783,1.082216774672105
10,165,,0.12379903239820622,0.12380225928022287,3.4501308746998234,2.4610407417688123,0.9890901329310111
11,118,,0.12379840203665371,0.12380130237263645,3.87330348822843,2.790829986120059,1.0824735021083711
12,89,,0.12379901116583981,0.12380218045472977,3.7186975706287626,2.6828091175633233,1.0358884530654393
13,228,,0.12379989773002713,0.12380303330152753,3.5465367725311694,2.478705878575937,1.0678308939552323
14,205,,0.12379901843639735,0.12380208029253896,3.443500085300059,2.4259365180990358,1.017563567201023
15,144,,0.12379882765688222,0.1238018094223644,3.3727186060790473,2.354188825860888,1.0185297802181594
16,155,,0.12379802380392976,0.12380090136766544,3.326796001910054,2.33295428859509,0.9938417133149642
17,254,,0.12379893691309088,0.12380202650659985,3.5023795761638894,2.4923794015381304,1.010000174625759
18,13,,0.12379825460891489,0.12380128252483558,3.173528064163918,2.241013484023597,0.932514580140321
19,62,,0.12379962251591003,0.1238027273411215,3.8008211535017153,2.6834340761930378,1.1173870773086776
20,41,,0.12379897660928348,0.1238020576875469,3.469418176640943,2.469411133449711,1.000007043191232
21,27,,0.12379850508530377,0.12380147356996735,3.5655304839426094,2.535862260461812,1.0296682234807975
22,109,,0.123798203080766,0.12380111700764485,3.31957121496157,2.334247160779171,0.9853240541823993
23,88,,0.12379839379663249,0.12380135952438723,3.484055149181131,2.4857525056134477,0.9983026435676834
24,214,,0.12379848652470807,0.1238015202088827,3.1616473983791025,2.205086405077253,0.9565609933018493
25,199,,0.1237994090063492,0.12380244180659344,3.87421701092768,2.7680979406777624,1.1061190702499175
26,251,,0.12379791465115589,0.12380094188560486,3.359214395981553,2.406582930915363,0.9526314650661902
27,138,,0.1237976600692737,0.12380058182989248,3.10592006047591,2.2042978629230277,0.9016221975528822
28,116,,0.12379898381828909,0.12380194805482975,3.391275087295412,2.365659924961278,1.0256151623341339
29,236,,0.12379949513252075,0.12380260954668877,4.25427420601045,3.0669936117430723,1.1872805942673779
30,179,,0.1237997187557583,0.12380295493512977,3.5271493198354165,2.4935615170573158,1.0335878027781007
31,254,,0.12379907451935909,0.12380211811250111,3.449262483499865,2.429949120681698,1.019313362818167
32,143,,0.12379958558267684,0.12380274695638122,3.67334851541068,2.6111921084884955,1.0621564069221847
33,236,,0.12379992717549795,0.1238029861778348,4.333770719879681,3.081796552844253,1.2519741670354279
34,35,,0.12379850729940176,0.12380153510952145,3.1168185585366928,2.1767795648519552,0.9400389936847375
35,41,,0.12379839444280168,0.12380140201648196,3.460874278271035,2.460156040447771,1.0007182378232642
36,141,,0.12379797421286012,0.12380090993321066,3.48626506528376,2.4859900765971474,1.0002749886866127
37,151,,0.12379858727214138,0.12380148833229024,3.526848823218984,2.470553548410578,1.0562952748084058
38,247,,0.1238001799563846,0.12380343369869874,3.886503870486422,2.798145483610682,1.0883583868757398
39,185,,0.12379940273384177,0.12380251033107884,3.930648220316982,2.8498544117025233,1.0807938086144588
40,70,,0.12379849129448253,0.12380139189995676,3.720970840180996,2.641120642245255,1.079850197935741
41,235,,0.1238008557721143,0.12380416374547196,3.912755529383503,2.7727787055640647,1.1399768238194383
42,171,,0.1237981150585544,0.12380104607048557,3.355231297713601,2.3801370929889174,0.9750942047246838
43,37,,0.12379923882085479,0.12380229537299041,3.351150163567638,2.335453201527571,1.0156969620400673
44,84,,0.12380179457231323,0.12380496722813865,4.750206268857369,3.410713877818665,1.3394923910387035
45,156,,0.12379762827382958,0.12380054449707058,3.5388313881982754,2.5460045779326776,0.9928268102655977
46,211,,0.12379834000154681,0.12380119202735099,3.507393900973682,2.4805356911206786,1.0268582098530032
47,13,,0.12379995207147952,0.1238031390312709,4.147870384285966,3.013801486220018,1.134068898065948
48,77,,0.12379868921784978,0.12380175401209628,3.050494234376117,2.107896370883111,0.9425978634930061
49,190,,0.12379936498241847,0.12380241085613986,3.5951417872530556,2.527089471042501,1.0680523162105544
