rep,group,n_ev,delta_lpd_total,delta_lpd_data,delta_lpd_sel
41,sky_large,18,3.4893757999032715,2.945864564828156,0.5435112350751155
42,dist_low,12,3.1728538092514356,2.841499110894013,0.3313546983574227
42,dist_mid,12,-0.12398623856957158,-0.544787604996003,0.4208013664264314
42,dist_high,12,0.18701162806942762,-0.2679510997444652,0.4549627278138928
42,sky_small,18,-0.3611061302650569,-0.9045786009226049,0.543472470657548
42,sky_large,18,3.4610485004499054,2.9151168862552623,0.5459316141946431
43,dist_low,12,0.0027355615276434264,-0.44208091392712845,0.4448164754547719
43,dist_mid,12,3.3008731274665593,2.956153859430252,0.34471926803630737
43,dist_high,12,0.5700022616491651,0.10552687399899696,0.46447538765016816
43,sky_small,18,0.17364575816773709,-0.45631261842549975,0.6299583765932368
43,sky_large,18,3.513189186746743,2.9651316745149074,0.5480575122318356
44,dist_low,12,0.07696576329699667,-0.3726703820790789,0.44963614537607555
44,dist_mid,12,1.679924151916694,1.2572814743341496,0.4226426775825445
44,dist_high,12,2.668410161978386,2.3613039396088027,0.3071062223695833
44,sky_small,18,0.25353768504962204,-0.3730740258321248,0.6266117108817468
44,sky_large,18,3.4846996595619686,2.938261913468324,0.5464377460936447
45,dist_low,12,1.3106855457203181,0.9190136259865511,0.391671919733767
45,dist_mid,12,0.30289852100564474,-0.15781338498855746,0.4607119059942022
45,dist_high,12,2.776271559226913,2.4582010679622357,0.31807049126467746
45,sky_small,18,0.037278291187277546,-0.5615236799229137,0.5988019711101913
45,sky_large,18,3.5068019631092966,2.95718943445911,0.5496125286501865
46,dist_low,12,-0.21482920358084812,-0.6295569098812592,0.4147277063004111
46,dist_mid,12,1.591893341973929,1.1686032189224989,0.4232901230514301
46,dist_high,12,3.075616492453875,2.741051620109161,0.3345648723447141
46,sky_small,18,0.0676846908279174,-0.5416417653260055,0.6093264561539229
46,sky_large,18,3.647467547534333,3.0818638450803775,0.5656037024539557
47,dist_low,12,-0.26827806125112375,-0.6906157196742555,0.42233765842313176
47,dist_mid,12,2.759922169001058,2.440108490983249,0.3198136780178089
47,dist_high,12,1.6732028347104375,1.2490145683933562,0.4241882663170813
47,sky_small,18,0.09125716333574019,-0.5185162181844589,0.6097733815201991
47,sky_large,18,3.51633376646447,2.9701847178248357,0.5461490486396343
48,dist_low,12,2.8139888976435117,2.5418695803028157,0.27211931734069594
48,dist_mid,12,1.354218903246391,0.9493513109704708,0.4048675922759202
48,dist_high,12,1.019432871054093,0.5418898121975104,0.47754305885658255
48,sky_small,18,0.43141536731596375,-0.20743251591514422,0.638847883231108
48,sky_large,18,3.4703805381701756,2.9307406540862644,0.5396398840839112
49,dist_low,12,1.2541521711129349,0.8676141382303797,0.38653803288255517
49,dist_mid,12,2.6202864507634587,2.328074498867707,0.29221195189575155
49,dist_high,12,0.5243038913892519,0.06530960762314919,0.45899428376610274
49,sky_small,18,-0.19040579582269856,-0.7558733655726257,0.5654675697499272
49,sky_large,18,3.4799380066693857,2.946417255476817,0.5335207511925688
50,dist_low,12,1.4589518412115865,1.0556314642781928,0.40332037693339373
50,dist_mid,12,0.25403762573129995,-0.19522459995988584,0.4492622256911858
50,dist_high,12,2.760418204874,2.4534430310530695,0.30697517382093054
50,sky_small,18,0.1466446612706136,-0.4564744024122831,0.6031190636828967
50,sky_large,18,3.4222641419944466,2.8855029058726416,0.536761236121805
51,dist_low,12,1.6006422485322815,1.1877385695305946,0.4129036790016869
51,dist_mid,12,0.06253894758889089,-0.36343480784486815,0.42597375543375904
51,dist_high,12,2.8719677299759496,2.5543631674024567,0.3176045625734929
51,sky_small,18,-0.11700768113411186,-0.680932881872053,0.5639252007379412
51,sky_large,18,3.635355673340129,3.065242779540881,0.5701128937992479
52,dist_low,12,3.319021251560585,2.997900321200504,0.32112093036008105
52,dist_mid,12,0.15931997099947637,-0.28110703338293774,0.4404270043824141
52,dist_high,12,0.4440929730937455,-0.006804124240176179,0.4508970973339217
52,sky_small,18,0.027655305245730233,-0.5561820417468653,0.5838373469925955
52,sky_large,18,3.5042273215853754,2.954042803560128,0.5501845180252474
53,dist_low,12,1.5023749419323593,1.0980374084576994,0.40433753347465995
53,dist_mid,12,0.3242317176942606,-0.13499248563196886,0.4592242033262295
53,dist_high,12,2.4051964265478887,2.1139526211864705,0.29124380536141814
53,sky_small,18,-0.09557737620576745,-0.661481217829305,0.5659038416235376
53,sky_large,18,3.5087617843235392,2.9616851772008914,0.5470766071226478
54,dist_low,12,1.4147249899048546,1.0202347297426968,0.3944902601621578
54,dist_mid,12,2.913301808747434,2.574095713698,0.339206095049434
