beta_ia,beta_cc,delta_h0_ladder,beta_bao,logZ,posterior_weight,relief_mean,relief_sd,mean_abs_delta_sn,mean_abs_delta_cc,mean_abs_delta_bao,mean_abs_delta_local
0.0325226195,0.211240069,-0.677725939,-0.000481965457,13.3761744,0.000254002427,0.799068782,0.133751528,0.450186691,1.00319714,0.00834315053,0.589073786
-0.0694179976,-0.0576057998,-0.757522902,-0.0141126553,16.5798284,0.00625413276,0.819628275,0.099349377,2.04759797,0.170199962,0.357531397,0.622129354
-0.0453691229,0.18143552,0.109532674,-0.0110531137,15.8283396,0.00294984813,0.833083352,0.12330172,1.2585527,0.921587602,0.24846373,0.106770261
-0.0547712654,-0.153698814,-0.926328132,-0.00898926964,16.4239646,0.0053515099,0.830431686,0.0974193441,1.47326368,0.365446751,0.2333708,0.7419803
0.000357284747,0.045186248,2.18799835,0.00132438341,16.6954968,0.00702103672,0.851239965,0.102932196,0.00588786695,0.0645208764,0.0317433191,3.36512138
0.0267179951,-0.285708496,-0.112894558,-0.00192383678,15.2424302,0.00164188388,0.881852214,0.106155071,0.36479452,0.463331056,0.0425958682,0.072756539
-0.0532903923,-0.228823734,-0.0987023849,-0.0215049824,16.2929841,0.00469453083,0.87504659,0.10469475,0.952827477,0.438089696,0.447972298,0.0668272263
-0.00907363701,-0.173311278,-0.0115963242,-0.0285624764,15.9736595,0.00341123226,0.888077295,0.110016235,0.14596963,0.304768204,0.597915149,0.00724577933
0.0810975899,0.247507147,-1.73974683,0.0626326163,10.0647789,9.26226241e-06,0.72611167,0.124873647,0.354389633,0.414806129,0.567874254,1.33316359
-0.0158695973,0.0461382731,-1.37611535,-0.0321832596,14.2902739,0.000633616124,0.770904168,0.124069059,0.305606102,0.258064786,0.664467673,1.14339337
-0.0407907483,0.109552607,-0.282897921,-0.00383340326,15.9963574,0.00348954571,0.829648614,0.117626832,1.25126211,0.542607818,0.0951926818,0.240332483
0.0193289509,0.0303305855,0.0564047947,0.0365870168,13.7909663,0.000384573779,0.841917492,0.13040144,0.21748309,0.0713610079,0.939867325,0.0505760965
-0.0111819463,0.0733800086,-1.16277153,0.030346158,13.353887,0.000248403987,0.801030132,0.120867793,0.179387892,0.318746955,0.906374637,0.846853111
-0.0350845404,0.0838957838,1.78556675,-0.021010697,16.9914476,0.00943911038,0.856037805,0.117717559,0.796231279,0.153503566,0.460447782,2.39507093
-0.0897856588,0.153064238,0.540597872,0.0606705064,13.1542412,0.000203448027,0.856388152,0.118005451,0.686237036,0.257614858,1.32431566,0.495623295
0.0409162811,0.0322513359,1.38087593,0.0535061726,13.6637749,0.000338642284,0.836712101,0.0989841461,0.227072579,0.0326611822,1.15413209,1.81660184
-0.0285516451,-0.183206965,1.25949693,-0.00868989105,16.74266,0.00736010438,0.859289774,0.0932170663,0.550649873,0.344215827,0.202892013,1.14890055
3.92762531e-05,-0.158183799,-0.142889085,-0.036255274,15.4971262,0.00211814424,0.878491296,0.112343965,0.000542919882,0.317005246,0.629508156,0.09038486
-0.0531821358,0.242834623,2.53059943,0.0195798113,16.0272562,0.00359905135,0.849550772,0.108544769,0.901797508,0.455642875,0.631408112,4.33837941
0.065085725,0.282360687,0.206825619,-0.00473456589,13.4533221,0.000274373815,0.811711395,0.147220339,0.527051998,0.863182564,0.0632523721,0.233985921
0.0373936471,0.111872886,-1.81149988,-0.00803249579,12.6356231,0.000121121295,0.733530337,0.127639416,0.662562398,0.692364756,0.133822731,1.41055293
0.0490437955,-0.328979743,-2.263577,-0.0234460406,12.7518435,0.000136048702,0.723504926,0.118038777,0.660814344,0.72583708,0.388305138,1.59056692
-0.00552093441,0.315034116,0.0862168336,-0.0171705046,14.0656407,0.000506138391,0.804854721,0.143142024,0.079559749,1.4284981,0.256719228,0.0970172411
0.0233959265,0.06458712,0.958961402,0.00559474499,15.5240327,0.00217590965,0.828143673,0.11384466,0.389234785,0.159277378,0.133624107,1.16533697
0.0445303575,-0.0149044007,0.154681807,0.0275971532,14.0105927,0.000479029482,0.839991981,0.129057194,0.504967876,0.0334702583,0.691260998,0.143870237
0.0511504683,0.00393097684,1.82611018,-0.0612129242,15.0393006,0.00134006051,0.874604452,0.100978,0.293186565,0.00448847496,0.805656412,2.57060514
0.0156191695,-0.074536729,-0.216957128,-0.0703620856,13.7782762,0.000379724343,0.842705174,0.123468965,0.0739203326,0.156225813,0.768434338,0.171211934
-0.00309523428,0.351668883,0.651113013,0.029546782,13.5104974,0.000290518367,0.816463679,0.129258834,0.026987682,1.00386723,0.55260337,0.803303943
-0.0179739824,0.336526134,0.8222478,-0.0245703663,14.662055,0.000918943318,0.805735126,0.128596467,0.239533089,1.29880465,0.375166906,1.13727273
-0.0374321992,-0.212963577,-0.950224293,0.0213464618,15.0147057,0.00130750379,0.843906781,0.102103199,0.680530603,0.452914053,0.756678487,0.677513607
-0.0482739454,-0.0379592219,0.392308303,0.00392918666,16.9217437,0.0088035744,0.875591368,0.100904825,1.45889499,0.0789030719,0.121183699,0.304005685
0.0180017329,0.0606806886,0.450252027,0.0379974438,13.9259841,0.000440166688,0.83187556,0.123366659,0.187667029,0.124143847,0.96444168,0.475245181
-0.0122276266,0.255146303,1.18248879,0.0278934497,14.5298538,0.000805145642,0.827911234,0.11495096,0.145284627,0.688721456,0.718976652,1.63059788
-0.0997928306,-0.48592033,1.29864735,-0.00758432531,14.7544479,0.00100789301,0.856060811,0.0938273496,0.839071453,1.26454682,0.10248391,1.17428446
-0.00776238084,0.186122003,1.07182536,-0.00411314839,15.831227,0.002958378,0.829533387,0.120262006,0.155570271,0.635150977,0.0864986992,1.39672151
0.0531915437,0.333567719,-0.680558259,0.0102698139,12.2776078,8.46713432e-05,0.792331329,0.132427158,0.391206015,1.04775877,0.120363391,0.616806402
-0.0137585784,-0.0668180064,0.819112362,0.0229486402,15.5628319,0.00226199242,0.853667202,0.104751235,0.245299578,0.10220453,0.808573753,0.814620803
-0.0926667965,-0.010302123,1.1575693,-0.0180474993,17.2726341,0.0125039949,0.883027604,0.094549266,2.21132005,0.0157048861,0.452466442,1.04531897
-0.00621709639,0.24865166,0.117046875,-0.0446793604,13.9695058,0.000459746478,0.815743412,0.144094867,0.0610695607,0.897887339,0.60818645,0.125903902
0.0392487261,0.073407286,0.83389528,0.00377059365,15.15122,0.00149875405,0.821376467,0.118500318,0.566681522,0.185162284,0.0816386196,1.0192255
0.0100999298,-0.269237323,0.852242809,-0.000611101421,15.7489003,0.0027245803,0.853969796,0.0984023843,0.141784975,0.446911394,0.0140006722,0.740072809
-0.0214037221,-0.23637645,1.26640362,-0.00397341419,16.377522,0.00510865503,0.855421819,0.0927825328,0.352392791,0.481329729,0.0902335439,1.18162628
0.0924144448,-0.209000962,0.156291065,-0.0291684358,14.3517895,0.000673817213,0.865714882,0.123824543,0.79007377,0.333150906,0.408140637,0.124548948
0.0949976446,-0.286473455,0.556790142,0.0188203556,13.8972142,0.000427683567,0.857560602,0.116572657,0.666591647,0.316966329,0.351188104,0.504808983
-0.00492125174,-0.00401772454,0.275698716,-0.0509409818,14.8961678,0.00116134861,0.852147146,0.131943347,0.0506214199,0.00998022157,0.812370674,0.250063669
0.040672272,-0.106833338,0.143803949,-0.0137617863,15.3901531,0.0019032582,0.872683187,0.119027726,0.663111968,0.265892596,0.285798786,0.10635117
0.0196247194,0.00537509066,-0.539358205,0.0394070055,13.3039279,0.000236298842,0.840963052,0.125404906,0.21737302,0.014776483,0.968365579,0.397641613
0.039072145,0.138546465,-0.259100548,-0.0324858802,14.0311444,0.000488976183,0.822430229,0.135963229,0.431186811,0.556655157,0.460747533,0.230878181
0.0726635759,0.354916448,-1.04822523,0.0131850825,11.5510492,4.09445464e-05,0.770106528,0.12735046,0.43426792,0.950951732,0.123662309,0.918396428
0.0410093023,0.0404282225,-0.12300427,0.0142575963,14.2552373,0.000611800788,0.84086146,0.133202947,0.604052861,0.137504792,0.371222315,0.105544429
0.00438526723,-0.376169391,0.762671687,0.0135424729,14.9611662,0.00123934163,0.854131062,0.100666239,0.0441706368,0.605527209,0.314627611,0.668465333
-0.0326752824,0.275757107,0.692697917,-0.0493307724,14.3256242,0.000656415242,0.812823656,0.128712668,0.323745487,0.841629697,0.70891039,0.883040169
-0.040594344,-0.0267294187,0.821260269,0.030998796,15.3237877,0.00178104772,0.856795624,0.102716119,0.704453004,0.0399727138,1.1727807,0.817083814
-0.00127690862,0.230342346,-0.0402903225,0.00508841235,14.3547637,0.000675824273,0.815632917,0.13740475,0.0233905815,1.07957,0.109379247,0.0410325404
0.0579092272,-0.0932850124,1.46333233,0.0155651943,15.0739009,0.00138723843,0.84013623,0.0990855198,0.570912362,0.0884672025,0.360506018,1.97265165
0.0150260435,0.0577128779,-0.386619697,0.00997825877,14.6946281,0.000949368909,0.838419659,0.125147088,0.297220022,0.25561002,0.296957829,0.300342592
0.00265283231,-0.0302313844,0.837795482,0.00264157801,16.2072101,0.00430864833,0.852376444,0.107211025,0.0560601757,0.0677802912,0.0718714653,0.808448428
0.0128635762,-0.00842050824,0.487859835,0.037356346,14.1775782,0.000566086908,0.836686592,0.118372437,0.144942445,0.0148707954,1.03461811,0.500600133
0.00178714312,0.252423829,-0.676271543,0.0438787349,12.317209,8.80917049e-05,0.815296973,0.125778768,0.0136637395,0.727978343,0.707542774,0.538475529
0.0273618343,-0.134540594,-0.634969072,-0.0547809572,14.0266152,0.000486766542,0.82602274,0.109743936,0.194905856,0.317925526,0.726469768,0.46243511
-0.056148079,0.029509494,0.817240615,-0.0224183874,16.9628934,0.00917339551,0.868703628,0.101817803,1.45757538,0.0647932363,0.532322282,0.763451827
-0.0987623834,0.0407632858,0.10800997,-0.00412433646,16.9823283,0.00935342385,0.859947594,0.101387695,2.8798896,0.102560909,0.0986683543,0.0879194962
-0.0212575025,-0.0812437692,0.341998016,-0.0640484693,14.5199572,0.00079721673,0.85844039,0.129896901,0.152251046,0.141247066,0.914760448,0.303772952
-0.0574536911,-0.444394463,3.14545143,0.0447241684,13.6884979,0.000347118891,0.880894827,0.095554407,0.324266763,0.858091226,0.802734109,4.16321584
0.0807569027,0.0663623313,0.637629808,-0.0222701602,14.4977637,0.000779718633,0.823396617,0.127875208,0.736165216,0.155298953,0.343365778,0.738263086
-0.00792384301,-0.572109513,0.192690916,0.0177763057,14.0637607,0.000505187744,0.88162471,0.0982953414,0.0536722692,0.598484257,0.280723634,0.130038045
-0.0126436673,-0.304689887,0.808230703,0.00745488874,15.6443669,0.00245415144,0.859027891,0.0980662497,0.174810989,0.581820558,0.190885341,0.685207599
-0.0769077017,-0.0955940634,-0.527036359,-0.0055473385,16.8317976,0.00804629468,0.837924188,0.0990852416,2.30440097,0.214970769,0.13442142,0.405523879
0.0141043016,0.0825314462,-0.101750891,-0.0292025973,14.9591228,0.00123681177,0.846365564,0.13201551,0.230689562,0.356366128,0.525560219,0.0836467712
-0.0311806067,0.16927858,0.518364641,-0.00985487473,16.0160673,0.00355900655,0.841812901,0.119917994,0.819600006,0.742875978,0.223090574,0.541733831
0.0560911132,0.162420379,-0.742210558,0.00369774644,13.1244871,0.000197483789,0.802232666,0.131280714,0.67066308,0.684044226,0.0651795613,0.621412861
0.0420610516,0.116120666,0.0437095703,0.0244805059,13.7086944,0.000354200731,0.82808791,0.137512582,0.469653826,0.333911707,0.541042308,0.0426126037
-0.038794805,-0.0762146239,-0.110026698,-0.00510970349,16.8065244,0.00784548738,0.868712835,0.105976936,1.05271742,0.192930056,0.141445326,0.0779297852
0.020535822,0.240198863,0.183690253,-0.0108297371,14.3237617,0.000655193849,0.813083538,0.14295975,0.294308627,1.00649966,0.177242058,0.204075751
-0.136120805,-0.0567545558,-1.68971959,-0.00639956258,15.2545156,0.00166184721,0.82568189,0.130137049,3.23280538,0.184291579,0.126390745,1.32391206
-0.0336652399,0.22142095,1.84697189,0.0399989287,14.604886,0.000867881685,0.857582184,0.112694157,0.346039642,0.397230113,1.13489332,2.7203233
0.0623110765,-0.451220193,-0.0110429657,0.00971880164,14.0408533,0.000493746745,0.873106675,0.103516661,0.469125739,0.434864905,0.180193825,0.00782560359
0.0395104014,-0.194370999,0.625177393,-0.0191254657,15.5376533,0.00220574958,0.860054048,0.112247145,0.504619087,0.28667514,0.365941359,0.53091669
0.00876704442,-0.118581066,-0.958617404,-0.0366723902,14.7512674,0.00100469246,0.81346057,0.100801109,0.129979509,0.360826238,0.682728958,0.675041268
-0.00146473008,-0.00361969776,-1.22865935,-0.0112334728,15.1449011,0.00148931349,0.797636138,0.110998214,0.035599809,0.0204261511,0.274505998,0.927595755
-0.0709757129,-0.482549782,0.102966065,-0.0262350864,14.7942793,0.00104884903,0.88581767,0.100131701,0.591161155,0.857941067,0.368890509,0.0667689763
-0.0679983162,0.159845256,-0.245418032,-0.0115174064,15.943206,0.00330891421,0.819197353,0.119326766,2.00607443,0.834193469,0.266940443,0.225199903
0.0111705779,0.195226138,0.726758427,0.0416846195,13.6393005,0.000330454788,0.825352597,0.122089708,0.092882528,0.419592388,0.928427891,0.866645405
0.0880889716,0.154618424,-0.845417174,0.0217445908,12.2024483,7.85407559e-05,0.793948949,0.127244285,0.71608369,0.442520725,0.312229535,0.713881618
-0.108544492,-0.106643338,-0.906482079,0.00787442412,16.0789602,0.00379003142,0.831708085,0.103896133,2.81802003,0.238589391,0.237777795,0.686658908
0.0314244086,0.288298029,0.41043943,0.0131406095,13.7460804,0.000367693532,0.808416916,0.138959984,0.318466012,0.917851236,0.230657414,0.496600938
0.0300598263,-0.112796307,0.776263224,0.0526069687,13.5707701,0.000308567163,0.844250974,0.113428107,0.194844798,0.113579717,1.13998759,0.808537769
0.0475378929,0.178694165,0.999070104,-0.0329816227,14.800392,0.00105527996,0.808625952,0.111244936,0.419472343,0.4570899,0.497387353,1.38172809
-0.0434623334,-0.0148502536,0.047124161,0.014367211,16.143314,0.00404195364,0.861176743,0.109295016,1.20591824,0.0373555371,0.562205288,0.0371978002
-0.0264503535,-0.00692139729,0.339958974,-0.00507644319,16.7247746,0.00722963614,0.87329402,0.108849071,0.712969975,0.0203567066,0.137602455,0.264305041
0.00228420478,-0.0341632063,-0.717294768,0.00525411982,15.3397002,0.00180961528,0.835748778,0.105361767,0.0517344855,0.145199507,0.172866543,0.494273247
-0.0513775906,-0.00731034072,1.39346853,0.00321056993,17.2171919,0.0118296133,0.87090168,0.09873451,1.47382628,0.0120539818,0.0957963036,1.36425752
-0.0614644649,0.219613124,1.21677144,-0.00844257623,16.4573994,0.00553346141,0.85145418,0.117505389,1.58391023,0.849356077,0.195872896,1.50081992
-0.0441679236,0.285258967,1.18448512,0.0172491056,15.1143201,0.00144445806,0.835369348,0.117843948,0.770113098,0.994422015,0.468075919,1.59044096
-0.00354467318,0.282935967,-1.52647747,-0.0635937152,11.3515453,3.35391915e-05,0.722934778,0.123387535,0.020838667,0.905821748,0.594428686,1.40533929
0.0187026675,0.178887643,0.955176063,0.00967641594,15.0323447,0.0013307715,0.817400838,0.119676966,0.272793818,0.523051235,0.220581908,1.27671691
-0.00122968692,0.13073414,-0.654393998,0.0213350951,13.8546625,0.00040986666,0.814741739,0.128661024,0.0214119905,0.582927923,0.612219985,0.530842726
0.00386303292,0.08743044,0.566584795,-0.0274980954,15.6172695,0.00238854321,0.842539218,0.124716119,0.0683708886,0.299417299,0.514663277,0.58046601
-0.0341956609,0.349271626,0.503183048,-0.0281569949,14.3409134,0.000666528429,0.806556211,0.134764354,0.474144767,1.45763911,0.418128915,0.635668461
-0.0360418834,-0.0914191917,1.29227629,0.058099126,13.830685,0.000400155978,0.84515918,0.0976488604,0.253084788,0.0737731036,1.49410762,1.4957271
0.0560311408,-0.129861765,-0.117151019,-0.025752898,14.8505946,0.00110961018,0.867776247,0.120513848,0.683997066,0.31603726,0.457530055,0.0822014785
-0.00274070801,0.00659262356,-0.269683115,-0.0102401467,15.92159,0.00323815628,0.859474319,0.112712512,0.0640760499,0.0292580739,0.260807615,0.189092984
-0.00412068621,-0.337008291,-0.935553672,-0.0220276151,15.0423838,0.00134419852,0.84237653,0.0980544906,0.0595518912,0.533288835,0.41759159,0.619765807
0.046799325,-0.0505196512,-1.11311087,-0.017220925,14.1950966,0.00057609119,0.803392622,0.109167484,0.791635533,0.217430537,0.32783338,0.776164807
0.0619268562,-0.0148062607,0.649467065,-0.0189954528,15.0390595,0.00133973735,0.83404565,0.123313715,0.717775805,0.0333649251,0.330483994,0.692861344
0.0636397763,-0.208845886,-0.837933222,-0.0620110444,13.271961,0.000228864563,0.794998811,0.102349548,0.411516003,0.383082053,0.588809079,0.664994965
0.0202946109,-0.118555361,0.73776033,0.0721529276,12.8800765,0.000154662586,0.859528021,0.114236592,0.0892900325,0.105462158,1.28384062,0.686813482
