delta_lpd_total,delta_lpd_data
3.645357067903319,2.649444798668668
3.6453508977906495,2.6494474584562795
3.64535150234326,2.6494426392586377
3.645343417532729,2.649433048468751
3.645332230574013,2.6494246777819512
3.645344386539989,2.649432614779016
3.6453550921928013,2.649448868591861
3.645352858858587,2.6494458138069206
3.645345914920256,2.6494364297712423
3.6453549747359943,2.649440063504386
3.6453287866671076,2.649424498835657
3.6453464065506296,2.6494380586146633
3.645354383093377,2.649444797676466
3.645361543005663,2.649447937071386
3.645359054584617,2.649447968177384
3.6453529297095315,2.6494427887238317
3.6453372211719284,2.6494338192585474
3.6453756504131434,2.64946069227787
3.6453632384129833,2.6494509798255024
3.6453379145326608,2.6494298554517286
3.645349013416535,2.6494382627778634
3.645350523312459,2.649440772462924
3.6453588734403297,2.6494509533195583
3.6453559223468233,2.649445369552808
3.6453785484117134,2.6494658201214634
3.645369978991596,2.6494600113805973
3.645357701098135,2.6494434538064695
3.6453572437320076,2.6494440094857055
3.6453466649090274,2.6494384035137557
3.645370172241087,2.6494559788911545
3.6453579604520883,2.6494503055612313
3.6453610750525627,2.649450006133975
3.645367867731295,2.6494575737084176
3.645347180001977,2.6494372525876315
3.6453524733170752,2.649444441069676
3.645361997271607,2.6494479618002913
3.645363979589547,2.649452471507459
3.645338409539022,2.6494345669801476
3.645347094698195,2.6494400155872597
3.6453520474242964,2.6494444316892896
3.645371440688791,2.6494542653558995
3.645367792652962,2.6494563391719055
3.64536113982507,2.6494469357176627
3.6453398797585237,2.649430211099798
3.6453486566823017,2.649438144333999
3.6453735072502127,2.6494641364984943
3.6453497640906107,2.649442742794747
3.645349443114526,2.6494426612790107
3.6453323696761117,2.6494260998263712
3.6453712025231084,2.6494595320489225
3.6453283896431117,2.649422693342501
3.6453650128893287,2.6494552558782516
3.645329091201802,2.649424674476734
3.645367819420869,2.6494549202448354
3.645350624119942,2.649440196972648
3.6453602950390405,2.64944630518022
3.645332779981004,2.6494260281337176
3.6453670654359485,2.6494553519653152
3.6453477160199554,2.649442437183268
