delta_lpd_total,delta_lpd_data
3.636229315174205,2.611595385656557
3.6593557215389296,2.6587674301509594
3.643765112461324,2.632120991886069
3.6537287427351544,2.6426916909746865
3.666485702364753,2.666551396580644
3.656751191983119,2.6508209551543302
3.6417714052312817,2.619956454895231
3.6668456387570814,2.666804160147251
3.666040910810807,2.6666177028462528
3.6652551798375157,2.662387127930174
3.6411359141164894,2.6208486072636106
3.6267826948482025,2.592671429601154
3.641644562215504,2.6204844279789654
3.654715034051776,2.649059943004346
3.6340325354002516,2.6045595926990472
3.66316355704663,2.6632990722081615
3.641840176353867,2.6274932841782572
3.6545169396425194,2.643275608302332
3.6508644378400845,2.6445661390959003
3.666063420344983,2.6664295063324914
3.637529867051285,2.618748264066454
3.6251480569318346,2.5886241530607492
3.6523559424911696,2.6461169331927294
3.6513427828867293,2.6453298001294456
3.6370451900188527,2.613676078169192
3.6590012966544236,2.6592404363307196
3.6648955606092386,2.664904123343206
3.666877526578503,2.666565777797615
3.6660914744924753,2.6660185456919976
3.634960825067594,2.607026144683118
3.659583903679618,2.660147210607562
3.6338788283944723,2.6124258830172664
3.6342346336408013,2.612673938288708
3.6541161180271047,2.6498502456007884
3.637376169605602,2.6103754162831194
3.631858155040959,2.607810740874811
3.6647786258219526,2.6645580196555443
3.6316976994715446,2.6046338877648623
3.6158261501040556,2.5752325927211075
3.6573993405503415,2.657652497034462
3.6479397394624584,2.636886958527157
3.657438136869416,2.651578819771373
3.638262497361154,2.6146168620940387
3.659773302594033,2.6595187256766053
3.6272611168186586,2.5917958776759917
3.6343388642032437,2.610934983678959
3.665707388587805,2.665058231268432
3.6254965687385834,2.5888787961606
3.637926746320943,2.6164439903186008
3.6427221873904614,2.6250440059628204
3.63739291294155,2.6130329629302764
3.662261602900628,2.656765958108906
3.649149985917404,2.6359394811009054
3.6405211453056836,2.625524089241111
3.6584823766318095,2.658434675271849
3.6575911319293937,2.6583189506110614
3.615784053372124,2.5764944164938015
3.6620626849822884,2.6613259404157077
3.64960717811681,2.6352359366120766
3.639589803459387,2.616025284446465
3.641068584914251,2.620233119789134
3.6655058550575745,2.665717333253184
3.6381591651506255,2.6147459990056348
3.6434883394198323,2.6294080339252446
3.6305758631391996,2.6015340908861617
3.6353071435272,2.6072684118981897
3.6269649795707437,2.59702285098669
3.6373873788302262,2.613015215360747
3.6256932095448633,2.5915861592471288
3.618350905121474,2.579059468600491
3.6322429892286436,2.6033133974257794
3.6537513212998647,2.642744987646722
3.633097083057976,2.604832369969529
3.6630170401751343,2.662554981734786
3.6225097585843287,2.587120059126562
3.66415154368957,2.6644413416036343
3.6571752496466843,2.6576924575127236
3.6574447202767146,2.6579101757095316
3.659339981832545,2.659581339437608
3.6253398608249086,2.588774479604723
3.658328670222147,2.6582544622470152
3.644008491537136,2.6261681425584698
3.661335380469666,2.6615642229593846
3.6556081635367264,2.644384275722672
3.6621726358127944,2.662453689288185
3.6648308829792313,2.66367088220386
3.6634973454474675,2.66313038609826
3.6353345686789567,2.6084833010669684
3.655494093083007,2.649962850474793
3.6585511377878674,2.659037846437343
3.625172357915517,2.595268801521314
3.617937928726519,2.5788145980945956
3.661328856244154,2.6618673188873743
3.6447211315773984,2.6294257626840647
3.6654055935619567,2.664153700592408
3.65557584414546,2.6499704336161756
3.6340517731811133,2.604655740723018
3.6634963149921873,2.6631919370786648
3.661465312743303,2.6554121392344427
3.638089872269404,2.613787738561456
3.659925835014292,2.6596355870121613
3.65750246007849,2.658143727942189
3.6601544589710784,2.660734574439317
3.6652187100162337,2.665537776510888
3.6431096951889117,2.6286815113810746
3.6663262608803393,2.6662776197846654
3.6482669375485557,2.6340053019463596
3.6422457905958936,2.6214198232943318
3.663194934691262,2.663116958057998
3.640747852371362,2.617066423791954
3.665002074574204,2.665058481163726
3.6620970035291975,2.662182020941316
3.6265193879918343,2.591110488280151
3.659201892027454,2.654075310691354
3.633541790942047,2.606354596893425
3.6670672359369973,2.667402730200024
3.6526944835555923,2.646264135861287
3.6528672474998984,2.641767747156507
3.6599940770702233,2.6549190487878604
3.624601184706137,2.589254541192048
3.6585988034633488,2.6590983511198942
3.6498355377605094,2.635554722140597
3.6206932983284332,2.5829352568053423
3.667093802904276,2.6668718080756832
3.6466380558495075,2.6351432676682407
3.6210478489151114,2.5839722506254645
3.6248309516073505,2.588324626493886
3.641628101860533,2.6199152111512376
3.6398526367744353,2.618496469312845
3.6577044918174693,2.6564823107771645
3.633177334753043,2.6085105452495725
3.666720654841015,2.6668080736213255
3.6479250426805265,2.6336003113788706
3.6579493134943277,2.652303175901892
3.6180786347150615,2.580365109552531
3.65943887772454,2.6592959535041985
3.6615617346257636,2.661417163133649
3.6217302344413156,2.5852814567529663
3.6604730299179096,2.6603990340777557
3.630674371907162,2.6053461226708237
3.6619820714130924,2.6578472967867413
3.627016500345519,2.5933478107644135
3.64172525801672,2.6209958525009256
3.6575577166389053,2.6547040990487005
3.6604009972538165,2.660556727944993
3.6260369335734595,2.5906952677280515
3.6676914894601396,2.6673486428600484
3.6341066651574465,2.609410727473403
3.62017227860008,2.584970411604104
3.6669000636487112,2.6665871931646166
3.6581174462831427,2.6529904779189337
3.649895167043269,2.6390426207928215
3.6241243615017993,2.586686207661387
3.6233098795896126,2.5878721144961503
