delta_lpd_total,delta_lpd_data
3.665119492744566,2.6638986303558454
3.641994836594165,2.6213089762809147
3.667728162966739,2.6671595098703733
3.628254075355983,2.5944586880936527
3.6659680729619595,2.6664728171689944
3.6615730782015703,2.661162635321432
3.6610763717169448,2.6612520320578312
3.6665712812896345,2.6666417431533205
3.6611500604798266,2.6615103458501608
3.633729437985039,2.6122535147493124
3.635935847283065,2.6090465386464246
3.6454552629452337,2.627452884272685
3.6166789285178425,2.578399231537304
3.655759885360567,2.6505822570719317
3.6282704663928484,2.5990802029089366
3.6644149822312215,2.664339860889612
3.634507275988028,2.6129172532763505
3.6669373399289498,2.6667680645880694
3.6262736146096586,2.5908994303754582
3.6609427486035315,2.6568842622911006
3.630655594292705,2.6011284647896957
3.648655373174222,2.6343890718772514
3.6622487434171944,2.6622849321887543
3.6614753707140153,2.661563827559661
3.64970635115003,2.6353414489014995
3.661251104234452,2.659775718676741
3.6625822171693585,2.6616864249718617
3.658172635394635,2.6553390313994214
3.649485081556236,2.635910445477549
3.6332461466298582,2.608832039274631
3.621338415601997,2.5859099953021314
3.666725102244925,2.6668320307676368
3.667060043851336,2.667389012431073
3.6386566429633262,2.6141887586444454
3.631482407315218,2.6077336069732553
3.6654100924532145,2.6640913164518167
3.6411648128608363,2.6195008814982543
3.662954217697461,2.661740054576512
3.6608920689044453,2.654583544029464
3.664330818403073,2.6642760653223263
3.632300272865507,2.606703781998391
3.625666055370459,2.5902880669682986
3.6605288378780187,2.656146134847205
3.633722017141224,2.60433744104958
3.627173038885303,2.5916932263190233
3.6283660918086866,2.5992098865890227
