delta_lpd_total,delta_lpd_data
3.598320906195454,2.450144345607413
3.2770145505151618,2.180256495767736
3.386303891124271,2.3530348080295482
3.582431503671785,2.5230910176379666
3.238760126838372,2.1608448059019736
3.414174545938806,2.333298509837846
3.532949957635026,2.408875935373203
3.2932152241165227,2.1200677011689777
3.0650521747286916,2.006910111104986
3.385371921886019,2.2748455454591294
3.3451719674714013,2.241377756364585
3.1972125922957275,2.1325906381205186
3.399549690990341,2.2065035617650324
3.5262683224475495,2.309609707480746
3.4306916207391964,2.3940154062971146
3.0936468457921933,2.0188099137261872
3.0975429431165367,1.982083388274276
3.3744797196505374,2.3157174770527433
3.2690631562545605,2.208101320205998
3.128477540566564,2.0986288279955545
3.360981190083919,2.32767124938934
3.2364209522115743,2.124895177268712
3.415412650374776,2.303488208937722
3.4585188271128118,2.258310222387621
3.447158400472915,2.283098313378872
3.464753973278448,2.3107557811827633
3.476269940658426,2.331407367477283
3.407478008991802,2.313048874486384
3.4092768312829094,2.255366102430372
3.3943914632556584,2.2483766892224537
3.0473059015046147,2.0417269778580476
3.1870894238321625,2.1155616267717505
3.366587848427457,2.2672537293607036
3.4730016612856502,2.3177763690765687
3.491648884768381,2.3782354463776585
3.3219403012368502,2.2105804656133046
3.3550226141411486,2.2848701517698657
3.576146711550223,2.380906134387004
3.189463178163237,2.0552934494319857
3.327253906758756,2.211481095808324
3.3847993356184816,2.2727817042698177
3.3046234492167628,2.155434992321517
3.2679091459091296,2.1622189257066964
3.285938391468221,2.1555230384193464
3.2124543383739024,2.188272036272423
3.5128066146701826,2.452422405196586
3.28201797106766,2.1484865232277173
3.4823522964419453,2.373494108491599
3.724013231592096,2.6871943615009855
3.1757937085213825,2.022843426782856
3.4742085027335747,2.3203963654121935
3.6341653794012245,2.5513678468711305
3.245219490409852,2.1549564020941148
3.3237333290558695,2.223327896110362
3.5130412517955847,2.4254109630048504
3.3906027616354777,2.2236181721046933
3.2512758828518713,2.2202664664897043
3.3989556397202136,2.2873012828950436
3.4237250021152477,2.3241831120534755
3.4592707569214554,2.2549287391626933
