delta_lpd_total,delta_lpd_data
3.640466638195278,2.642549580849334
3.6305586582925002,2.6230245254631086
3.609432378232441,2.615028243257683
3.700137020996351,2.6945314023198534
3.6201149840005655,2.607539719367452
3.6643465084613354,2.6528794816638026
3.6650010982894514,2.6827592090035637
3.67185789389373,2.6607714455545306
3.644803287442528,2.647597006600023
3.6721509802649166,2.676287187436799
3.664033854682202,2.687408113498037
3.678581729308064,2.67877586376585
3.6340159154941034,2.6678358714045203
3.6267801348103603,2.6331605325183602
3.626321314217364,2.626465258355722
3.6721489810357753,2.683341112515194
3.6922080313447623,2.673575202677455
3.7330293738944533,2.752156903786556
3.625744189906584,2.637106175810601
3.733788100660149,2.71753818427797
3.659659077190099,2.6732294393595737
3.624684114911929,2.6345685277717905
3.5831462608231277,2.5969367425367977
3.6516436407461015,2.645400874553985
3.705031448810132,2.702185108822988
3.6761560163737954,2.6870666918190977
3.6541816318783162,2.657290823436682
3.650022422626307,2.673495520575642
3.7191573656297123,2.7023374378470635
3.7233669702428642,2.720212782537658
3.6723177514942336,2.666921519261763
3.6797756915737523,2.6759826438623406
3.652349119854307,2.648603189492235
3.6437050979934043,2.658681502782656
3.6081947417883953,2.630463504399586
3.634330945161821,2.6423014538251834
3.6693874830378945,2.675650198166352
3.6145011014842225,2.628285201774702
3.6561134332002894,2.664434549586076
3.635662141221246,2.6478318816402293
3.6859098290189536,2.682636549570816
3.6570781016433784,2.643160083082904
3.598867734241992,2.6122742573074618
3.6874408186232017,2.700821675217412
3.7473198463781046,2.72917631878596
3.6525312876909197,2.644149087491229
3.6881885563900596,2.6734750465925856
3.6658931788732616,2.706620661203317
3.666413010285794,2.660718825315655
3.6484452520462014,2.6724759335269255
3.677360115389888,2.69434609622121
3.5938982220749267,2.604105432341129
3.6586686064394485,2.6522988527011364
3.7482762590343555,2.7432564661067715
3.726174869420049,2.708057047384642
3.640040336134348,2.6413104840916617
3.609339753295842,2.638316385539099
3.7144403586086128,2.668853673848872
3.653816407085344,2.6691823179473033
3.6866667601649397,2.6782400057705615
3.6036712590304205,2.6147180679433575
3.6210134106496525,2.6321504303951713
3.6825281394771423,2.6796768982225956
3.617321328424225,2.6320438467133727
3.7355144308073136,2.7420380437952474
3.656970995433994,2.6556432062804163
3.6548133032059127,2.6760431325024
3.6479199158476376,2.6646006357754572
3.665357483026696,2.6710802825609505
3.653539189211017,2.6381492795956945
3.633636109430256,2.644911807313491
3.685698254725196,2.709818136799413
3.67815380986724,2.686805971832314
3.6042270458011103,2.630024210712918
3.6912065917477435,2.6819658192297595
3.6680303849089455,2.6629315703858936
3.7280640403863003,2.7219151488274065
3.7098011327181553,2.7252030194262886
3.6633785160703383,2.64965830092126
3.6482484372044723,2.654325603114728
3.7283049399121637,2.721997295893459
3.6338129929266643,2.6510745306690353
3.6768440817555756,2.6765609535377735
3.63842982687072,2.645108741865215
3.6410758683903737,2.652629413572953
3.6368964701881623,2.670588722355774
3.675303597832567,2.6667408248253253
3.6927802309587605,2.670985368650719
3.674335111113521,2.6780323494089657
3.7166345702766534,2.700226312448791
3.6058924872432385,2.6030510429372384
3.67656106941439,2.6692870704012535
3.707363529178963,2.7209119669382176
3.737366460467456,2.717853616864943
3.720281734911964,2.73229024277947
3.6371704346786373,2.647875143754675
3.6940595942445498,2.6966106996857206
3.6501037282949937,2.64417662415309
3.6259247329528534,2.621949733249494
3.690037223232025,2.6907320238941566
3.693669287831881,2.681519577615859
3.6620722689775107,2.6584089338315664
3.6932132499453587,2.685392381917694
3.689078065890101,2.673790708671987
3.6591062657803377,2.652581606487587
3.6962936245707283,2.6882695264501706
3.630795124314659,2.6316787663584478
3.6424564226140888,2.631257977570783
3.6731055633616165,2.6812442232259173
3.5874488733341536,2.6064728237437578
3.7083767047800507,2.6949396373456125
3.6556950755838784,2.649750369244458
3.69153118826722,2.689713142023095
3.7574906522351625,2.743274922705865
3.6191198495995422,2.616919799784654
3.6711294909335948,2.6776632098917332
3.660895112426658,2.6727031641247834
3.72742040447514,2.7042429901281366
3.7237529992416967,2.707226890556001
3.7125730897552103,2.6943103737042406
3.6358264812211587,2.6569411329177512
3.6527184488185753,2.6647061716895735
3.6624873108562497,2.6749264423156376
3.705006707133009,2.695205040370354
3.716479737940574,2.717257536368521
3.681382131810153,2.6932891592425108
3.6114324203383603,2.6159260537853015
3.7011673425674303,2.6995011567751703
3.6147658623453367,2.646147783760142
3.757167033912083,2.7323765059393565
3.625091146968373,2.628842486808196
3.705095298156948,2.6943368656046403
3.7058239985443606,2.7046355757454137
3.6724908311801414,2.654412534199224
3.601539521692075,2.6044607997125695
3.6938221976650425,2.699750653537194
3.6874453977191024,2.6714135891810713
3.678629982067662,2.6657648241309744
3.6789980995159226,2.7042450547855594
3.6624554661298134,2.6711226907790717
3.6495408482187486,2.6667930675824607
3.6226284275142575,2.631748697769524
3.6797694702395916,2.6838367822499833
3.6715401338866513,2.6906979580396353
3.6358446510864724,2.6552525302544723
3.7129084854227017,2.7384203607957716
3.6511250872461005,2.6533846439726005
3.657706694139222,2.6587184923807
3.6812854443523975,2.686323599105151
3.6863402760048984,2.672000086426067
3.735309604567135,2.7192787683256654
3.592312249211375,2.609104434709394
3.6930002320841595,2.692149234732824
3.674072224678639,2.6683283236594093
3.752716025586153,2.7172182508460594
3.709167392299321,2.6970582997553265
3.7027331211484693,2.7397743688237597
3.6419114182065186,2.6524190673315786
3.6568350485963492,2.6681127322503926
3.6589450826606935,2.663283047742482
3.680001125614524,2.685792168817045
3.5675160218438577,2.577323856205055
3.6130466257899343,2.6346946011293255
3.570793691536494,2.586628666158731
3.6516447791690325,2.6598776773329007
3.6503149414544396,2.6486983240816357
3.6666621584155905,2.683300139562192
3.6276207486600924,2.6432166325584774
3.690030077901895,2.6741139328892984
3.6856653310429124,2.6989295460308824
3.629391369615348,2.635797093689945
3.69568144741055,2.688307288839127
3.6885901564416486,2.684747760641244
3.6606706114595795,2.663872756774879
3.6326837879124696,2.6510913203599102
3.677758217250414,2.6683097402535623
3.620396905179291,2.6302279131126056
3.719812182124997,2.7142179082760265
3.628770238830441,2.667463941223758
3.6751135459613806,2.678716252531075
3.6289247705283287,2.63078095354723
3.6394312642961495,2.6445997008518134
3.6653187477773486,2.6688018378116
3.6522867982804996,2.645023562889179
3.700463812883754,2.682185281526813
3.725714913286936,2.7132760841758454
3.6930280208092086,2.6852452566818386
3.7214242261873096,2.7467026431386614
3.6506872661678926,2.645506935209511
3.7426892183137284,2.719555050580226
3.671098632779092,2.664529949427987
3.6849034920089707,2.708331669245979
3.6477583582934017,2.66627400561552
3.6598046171346255,2.6670132616474973
3.6425344005513693,2.641602386964479
3.7109945538274474,2.698429255261601
3.64494154081018,2.6499985417070206
3.6770248535158316,2.676589672357153
3.701714338452632,2.6887464115635
3.712312720237378,2.6897896938299084
