H0_true,H0_inferred_gr,delta_H0_inferred_minus_true,omega_m_true,omega_m_assumed,omega_k_true,r_d_true,r_d_assumed,theta_star_true,theta_star_obs,A_lens_true,A_lens_obs,relief_fraction,rd_shift_needed_frac_for_H0local
6.701817465831589971e+01,7.066346933816555520e+01,3.645294679849655495e+00,3.534598390584973715e-01,3.150000000000000022e-01,0.000000000000000000e+00,1.480481023870326851e+02,1.470900000000000034e+02,1.111382555171608333e-02,1.111382555171608333e-02,1.018783600673908163e+00,1.018783600673908163e+00,5.827623818152772861e-01,-3.175006439615724041e-02
7.359272453146354565e+01,7.182682137005772915e+01,-1.765903161405816491e+00,3.401848220849986726e-01,3.150000000000000022e-01,0.000000000000000000e+00,1.392414221264643004e+02,1.470900000000000034e+02,1.129526737950638064e-02,1.129526737950638064e-02,8.659525471050899537e-01,8.659525471050899537e-01,7.905038160817371429e-01,-1.594263271961171569e-02
7.215953701409407017e+01,7.593896976829681478e+01,3.779432754202744604e+00,3.972788153205316086e-01,3.150000000000000022e-01,0.000000000000000000e+00,1.409747590143547313e+02,1.470900000000000034e+02,1.193676508103905069e-02,1.193676508103905069e-02,9.198267973770276607e-01,9.198267973770276607e-01,4.751839699469968537e-01,3.994542358545705163e-02
6.998246863522975048e+01,7.399452760702675391e+01,4.012058971797003437e+00,3.786992155025090123e-01,3.150000000000000022e-01,0.000000000000000000e+00,1.443985788130926267e+02,1.470900000000000034e+02,1.163340321065689693e-02,1.163340321065689693e-02,9.993900548504289771e-01,9.993900548504289771e-01,8.224057844595080713e-01,1.351617021132756058e-02
7.679534980383883180e+01,6.758327915632831662e+01,-9.212070647510515187e+00,2.835590856532008708e-01,3.150000000000000022e-01,0.000000000000000000e+00,1.351174731342476036e+02,1.470900000000000034e+02,1.063352227205795197e-02,1.063352227205795197e-02,9.613314165248763032e-01,9.613314165248763032e-01,3.272842077291271412e-02,-7.359466753800614214e-02
6.900978914217688498e+01,7.169128753900720596e+01,2.681498396830320985e+00,3.380274953400833615e-01,3.150000000000000022e-01,0.000000000000000000e+00,1.485147678996995069e+02,1.470900000000000034e+02,1.127412789547074801e-02,1.127412789547074801e-02,9.238565717636140207e-01,9.238565717636140207e-01,7.663013462512865415e-01,-1.778433015862168620e-02
7.545614577437075354e+01,6.769178428831321526e+01,-7.764361486057538286e+00,2.837767014150952005e-01,3.150000000000000022e-01,0.000000000000000000e+00,1.376726570391012956e+02,1.470900000000000034e+02,1.065043928107505672e-02,1.065043928107505672e-02,9.893578359767387642e-01,9.893578359767387642e-01,5.210433719878748704e-02,-7.212083723401230273e-02
6.933121904538955960e+01,6.990259782667449429e+01,5.713787812849346892e-01,3.128975232336771994e-01,3.150000000000000022e-01,0.000000000000000000e+00,1.486877291061714459e+02,1.470900000000000034e+02,1.099516711904955681e-02,1.099516711904955681e-02,9.554237084595919027e-01,9.554237084595919027e-01,4.468924690490162499e-01,-4.208773068879367862e-02
7.055287550049106926e+01,7.124438617412300800e+01,6.915106736319387437e-01,3.342702146950080611e-01,3.150000000000000022e-01,0.000000000000000000e+00,1.450410148479637371e+02,1.470900000000000034e+02,1.120442563565858182e-02,1.120442563565858182e-02,9.906044579695789665e-01,9.906044579695789665e-01,6.864975310933939534e-01,-2.385687540962666553e-02
7.438615756432469084e+01,7.187825807136744061e+01,-2.507899492957250231e+00,3.272843441641931084e-01,3.150000000000000022e-01,0.000000000000000000e+00,1.400141384147028418e+02,1.470900000000000034e+02,1.130329013285999266e-02,1.130329013285999266e-02,1.017622716289231288e+00,1.017622716289231288e+00,7.996889413156141879e-01,-1.524368073571957805e-02
6.843656627535273174e+01,7.230831021807560433e+01,3.871743942722872589e+00,3.498751626462158759e-01,3.150000000000000022e-01,0.000000000000000000e+00,1.489587197129828269e+02,1.470900000000000034e+02,1.137036824345308630e-02,1.137036824345308630e-02,8.616580814354770634e-01,8.616580814354770634e-01,8.764839675135006614e-01,-9.399754541272509201e-03
7.227304695279494240e+01,7.324273523435844879e+01,9.696882815635063935e-01,3.618698987769695674e-01,3.150000000000000022e-01,0.000000000000000000e+00,1.409984947174258707e+02,1.470900000000000034e+02,1.151612553937892552e-02,1.151612553937892552e-02,8.986951474026109166e-01,8.986951474026109166e-01,9.566544224359911919e-01,3.298797522304885987e-03
7.338709784367995326e+01,7.604230271518606799e+01,2.655204871506114728e+00,3.973550632742038902e-01,3.150000000000000022e-01,0.000000000000000000e+00,1.388079645537105478e+02,1.470900000000000034e+02,1.195288788431090807e-02,1.195288788431090807e-02,9.608420188981898757e-01,9.608420188981898757e-01,4.567316580024872730e-01,4.135006172352118092e-02
7.096691177427229036e+01,7.438034836704375152e+01,3.413436592771461164e+00,3.711280126115249489e-01,3.150000000000000022e-01,0.000000000000000000e+00,1.443145034141984411e+02,1.470900000000000034e+02,1.169359314049071320e-02,1.169359314049071320e-02,9.974835895295798283e-01,9.974835895295798283e-01,7.535092201707583870e-01,1.875998975972725802e-02
7.407207765537295074e+01,7.518615856424106880e+01,1.114080908868118058e+00,3.945293733644182343e-01,3.150000000000000022e-01,0.000000000000000000e+00,1.363878772773433639e+02,1.470900000000000034e+02,1.181930966508062432e-02,1.181930966508062432e-02,9.142203942381789128e-01,9.142203942381789128e-01,6.096145420998086983e-01,2.971256556470946997e-02
7.226636002383082769e+01,7.311057854897491382e+01,8.442185251440861293e-01,3.671021796445163576e-01,3.150000000000000022e-01,0.000000000000000000e+00,1.399491597377277401e+02,1.470900000000000034e+02,1.149551021609880944e-02,1.149551021609880944e-02,9.455165435978759580e-01,9.455165435978759580e-01,9.802538305401939933e-01,1.502765602823918911e-03
6.796238422918132471e+01,7.037696737854324169e+01,2.414583149361916981e+00,3.209555845105431238e-01,3.150000000000000022e-01,0.000000000000000000e+00,1.511374929603119881e+02,1.470900000000000034e+02,1.106914437065633500e-02,1.106914437065633500e-02,9.506716022467331939e-01,9.506716022467331939e-01,5.316013175970069060e-01,-3.564274297766745203e-02
7.088869858618431863e+01,7.556420755778212595e+01,4.675508971597807317e+00,3.887938553408527009e-01,3.150000000000000022e-01,0.000000000000000000e+00,1.440316937649637907e+02,1.470900000000000034e+02,1.187829289658050985e-02,1.187829289658050985e-02,8.846811381187522638e-01,8.846811381187522638e-01,5.421057932531913037e-01,3.485125609352146547e-02
6.825320648818129143e+01,7.410576991389218904e+01,5.852563425710897604e+00,3.883084491969837071e-01,3.150000000000000022e-01,0.000000000000000000e+00,1.467624815145931620e+02,1.470900000000000034e+02,1.165075735683541135e-02,1.165075735683541135e-02,9.824194791017333284e-01,9.824194791017333284e-01,8.025410868049660529e-01,1.502808443398784277e-02
6.929539145740820061e+01,7.566129906347200063e+01,6.365907606063800017e+00,3.921123422455955465e-01,3.150000000000000022e-01,0.000000000000000000e+00,1.470034493214479312e+02,1.470900000000000034e+02,1.189344140852844310e-02,1.189344140852844310e-02,9.461919694910517764e-01,9.461919694910517764e-01,5.247680243799994759e-01,3.617101279204315567e-02
7.220868105784064994e+01,6.780902642517666834e+01,-4.399654632663981602e+00,3.117147294689628922e-01,3.150000000000000022e-01,0.000000000000000000e+00,1.387808241585060500e+02,1.470900000000000034e+02,1.066871868807328996e-02,1.066871868807328996e-02,8.598759297865943285e-01,8.598759297865943285e-01,7.304043306726126783e-02,-7.052831316868879430e-02
6.776438827128120579e+01,6.076515535553218683e+01,-6.999232915749018957e+00,2.443582292739051032e-01,3.150000000000000022e-01,0.000000000000000000e+00,1.459766986597614391e+02,1.470900000000000034e+02,9.570924306483652444e-03,9.570924306483652444e-03,9.273437694262640640e-01,9.273437694262640640e-01,-1.184793686512111588e+00,-1.661694885978187708e-01
7.175355646171239243e+01,7.655933341394704428e+01,4.805776952234651844e+00,3.896327703029133227e-01,3.150000000000000022e-01,0.000000000000000000e+00,1.440421510685601731e+02,1.470900000000000034e+02,1.203356095999223892e-02,1.203356095999223892e-02,9.877148856225356210e-01,9.877148856225356210e-01,3.644047475094557287e-01,4.837839773346952477e-02
6.858375922392551161e+01,7.130337482733739307e+01,2.719615603411881466e+00,3.645660230926870971e-01,3.150000000000000022e-01,0.000000000000000000e+00,1.441938761916834721e+02,1.470900000000000034e+02,1.121362580795564473e-02,1.121362580795564473e-02,9.838699523175767903e-01,9.838699523175767903e-01,6.970312191673913027e-01,-2.305534526208896651e-02
7.061655912798872237e+01,6.854342811479544650e+01,-2.073131013193275862e+00,3.069809539016363220e-01,3.150000000000000022e-01,0.000000000000000000e+00,1.442824378739408360e+02,1.470900000000000034e+02,1.078322541145930284e-02,1.078322541145930284e-02,9.880546370728358063e-01,9.880546370728358063e-01,2.041835919277574796e-01,-6.055234881430904270e-02
7.048321305854339869e+01,7.482407932592836630e+01,4.340866267384967614e+00,3.914389328625483278e-01,3.150000000000000022e-01,0.000000000000000000e+00,1.430547381798932634e+02,1.470900000000000034e+02,1.176281972492286727e-02,1.176281972492286727e-02,9.871554018209375281e-01,9.871554018209375281e-01,6.742715489413628749e-01,2.479109359580977667e-02
6.776626605725766694e+01,6.974310462466186777e+01,1.976838567404200830e+00,3.141657342138503561e-01,3.150000000000000022e-01,0.000000000000000000e+00,1.515022806695829729e+02,1.470900000000000034e+02,1.097029513771019885e-02,1.097029513771019885e-02,9.366753443851044691e-01,9.366753443851044691e-01,4.184115401181900395e-01,-4.425460781117707132e-02
6.750088167765984792e+01,7.575904960382810316e+01,8.258167926168255235e+00,3.966331030021832404e-01,3.150000000000000022e-01,0.000000000000000000e+00,1.503798450792263566e+02,1.470900000000000034e+02,1.190869286331402814e-02,1.190869286331402814e-02,9.129964226050757414e-01,9.129964226050757414e-01,5.073125707449810395e-01,3.749973799519579210e-02
6.917627821550632916e+01,7.163521611419540136e+01,2.458937898689072199e+00,3.370276374941543196e-01,3.150000000000000022e-01,0.000000000000000000e+00,1.482207950306789712e+02,1.470900000000000034e+02,1.126538239844259055e-02,1.126538239844259055e-02,8.168938689590781177e-01,8.168938689590781177e-01,7.562885918206071478e-01,-1.854624844633756542e-02
7.212905090869091396e+01,6.694886929870691006e+01,-5.180181609984003899e+00,2.926229354023205387e-01,3.150000000000000022e-01,0.000000000000000000e+00,1.406782870140183945e+02,1.470900000000000034e+02,1.053461542586309196e-02,1.053461542586309196e-02,9.579889744425565956e-01,9.579889744425565956e-01,-8.055905380233863156e-02,-8.221155170748684071e-02
6.933116914331627356e+01,7.137355817880177256e+01,2.042389035485498994e+00,3.482406885014518449e-01,3.150000000000000022e-01,0.000000000000000000e+00,1.454388599803524755e+02,1.470900000000000034e+02,1.122457202752509368e-02,1.122457202752509368e-02,8.682678114686078752e-01,8.682678114686078752e-01,7.095639605003162265e-01,-2.210169736255107598e-02
7.178427191201160440e+01,7.373127728081385612e+01,1.947005368802251724e+00,3.749906447506280438e-01,3.150000000000000022e-01,0.000000000000000000e+00,1.408591192033312325e+02,1.470900000000000034e+02,1.159233598702507501e-02,1.159233598702507501e-02,9.969029279209401517e-01,9.969029279209401517e-01,8.694147712832398511e-01,9.938343975715913103e-03
6.814358092254622079e+01,7.482102947499141976e+01,6.677448552445198970e+00,3.903288265037973548e-01,3.150000000000000022e-01,0.000000000000000000e+00,1.480946912801942403e+02,1.470900000000000034e+02,1.176234390825830339e-02,1.176234390825830339e-02,9.605670454924523094e-01,9.605670454924523094e-01,6.748161651801032335e-01,2.474963987200595739e-02
6.966183163402141076e+01,7.042518849225959343e+01,7.633568582381826673e-01,3.192967267711670498e-01,3.150000000000000022e-01,0.000000000000000000e+00,1.478873492494317361e+02,1.470900000000000034e+02,1.107666457095847663e-02,1.107666457095847663e-02,9.207371246452705771e-01,9.207371246452705771e-01,5.402122307606411766e-01,-3.498757402397145722e-02
6.773870727668249003e+01,7.666096229894922942e+01,8.922255022266739388e+00,3.932775320232687055e-01,3.150000000000000022e-01,0.000000000000000000e+00,1.521469662859377650e+02,1.470900000000000034e+02,1.204941864844106050e-02,1.204941864844106050e-02,8.406248647768651550e-01,8.406248647768651550e-01,3.462567323304940325e-01,4.975993874722317578e-02
6.972582998423587242e+01,7.680337556411214450e+01,7.077545579876272086e+00,3.998911996805408764e-01,3.150000000000000022e-01,0.000000000000000000e+00,1.471204210562367507e+02,1.470900000000000034e+02,1.207164034677215420e-02,1.207164034677215420e-02,8.954414958529680613e-01,8.954414958529680613e-01,3.208257921228306886e-01,5.169592000569878110e-02
6.866305449580917752e+01,7.494633496597943179e+01,6.283280470170254262e+00,3.977673339621136672e-01,3.150000000000000022e-01,0.000000000000000000e+00,1.461099116975001664e+02,1.470900000000000034e+02,1.178189330249859029e-02,1.178189330249859029e-02,8.583730079370508470e-01,8.583730079370508470e-01,6.524401846465297528e-01,2.645280676320571622e-02
7.002662043602285280e+01,7.278543200681275493e+01,2.758811570789902134e+00,3.435644177749398454e-01,3.150000000000000022e-01,0.000000000000000000e+00,1.476282552094087066e+02,1.470900000000000034e+02,1.144479111453197001e-02,1.144479111453197001e-02,9.758847539621451350e-01,9.758847539621451350e-01,9.616842869308490638e-01,-2.915943922303765312e-03
7.057275585389632511e+01,7.232659508840379203e+01,1.753839234507466927e+00,3.532178003903199137e-01,3.150000000000000022e-01,0.000000000000000000e+00,1.439708310572523260e+02,1.470900000000000034e+02,1.137322031399404069e-02,1.137322031399404069e-02,9.425924492993391635e-01,9.425924492993391635e-01,8.797491229292484505e-01,-9.151278703248388879e-03
7.033418229065850369e+01,6.980801763329387200e+01,-5.261646573646316938e-01,3.130086747076069043e-01,3.150000000000000022e-01,0.000000000000000000e+00,1.463682939758718078e+02,1.470900000000000034e+02,1.098041787498640551e-02,1.098041787498640551e-02,9.777647880494312327e-01,9.777647880494312327e-01,4.300031488024765869e-01,-4.337270268587034572e-02
7.238618742832468911e+01,6.745172456416806028e+01,-4.934462864156628825e+00,3.053179870568622500e-01,3.150000000000000022e-01,0.000000000000000000e+00,1.388621834547244021e+02,1.470900000000000034e+02,1.061301188322166973e-02,1.061301188322166973e-02,9.674419546981973816e-01,9.674419546981973816e-01,9.236529315724051337e-03,-7.538155744171470829e-02
7.143175368198822639e+01,6.548281036569872526e+01,-5.948943316289501126e+00,2.857782474599053213e-01,3.150000000000000022e-01,0.000000000000000000e+00,1.402685462203378393e+02,1.470900000000000034e+02,1.030607715526503029e-02,1.030607715526503029e-02,9.264532524054296392e-01,9.264532524054296392e-01,-3.423552918395147415e-01,-1.021220824927588922e-01
6.697490725612256313e+01,6.639381597963144088e+01,-5.810912764911222439e-01,2.876449116225728297e-01,3.150000000000000022e-01,0.000000000000000000e+00,1.511803010083634149e+02,1.470900000000000034e+02,1.044808602013351864e-02,1.044808602013351864e-02,9.738333175921872753e-01,9.738333175921872753e-01,-1.796757179229582224e-01,-8.975009828045887872e-02
7.370980235334110375e+01,7.733708397575692572e+01,3.627281622415821971e+00,3.974822446552860322e-01,3.150000000000000022e-01,0.000000000000000000e+00,1.405218436606324417e+02,1.470900000000000034e+02,1.215492060677679682e-02,1.215492060677679682e-02,9.798136577185000418e-01,9.798136577185000418e-01,2.255207186148339149e-01,5.895139706995022877e-02
7.369199868287890354e+01,7.366083641275108107e+01,-3.116227012782246675e-02,3.648595975335654495e-01,3.150000000000000022e-01,0.000000000000000000e+00,1.386261427943429680e+02,1.470900000000000034e+02,1.158134732033693631e-02,1.158134732033693631e-02,9.423717535860445249e-01,9.423717535860445249e-01,8.819934977230211581e-01,8.980998031814735327e-03
6.646691690998157753e+01,7.475686111972255787e+01,8.289944209740980341e+00,3.773814660238556384e-01,3.150000000000000022e-01,0.000000000000000000e+00,1.537465350427782482e+02,1.470900000000000034e+02,1.175233283248672267e-02,1.175233283248672267e-02,9.411749422381296970e-01,9.411749422381296970e-01,6.862748000495428879e-01,2.387746283215119725e-02
7.056088775967988624e+01,7.343070133492791740e+01,2.869813575248031157e+00,3.871968598553220953e-01,3.150000000000000022e-01,0.000000000000000000e+00,1.408752562078951200e+02,1.470900000000000034e+02,1.154544706221043333e-02,1.154544706221043333e-02,9.200170286831544919e-01,9.200170286831544919e-01,9.230890473343004166e-01,5.853324085755451378e-03
7.525709872262692102e+01,7.010479247848677176e+01,-5.152306244140149261e+00,3.143845185750918092e-01,3.150000000000000022e-01,0.000000000000000000e+00,1.372046769081271407e+02,1.470900000000000034e+02,1.102669867588561455e-02,1.102669867588561455e-02,9.591478434646161233e-01,9.591478434646161233e-01,4.829986568726373219e-01,-3.934066328757035436e-02
6.972217546218332984e+01,6.158079210237900014e+01,-8.141383359804329700e+00,2.390781629667057817e-01,3.150000000000000022e-01,0.000000000000000000e+00,1.450445792545420716e+02,1.470900000000000034e+02,9.697994416362633319e-03,9.697994416362633319e-03,9.482422431456566381e-01,9.482422431456566381e-01,-1.039144267432323687e+00,-1.550989868039069908e-01
